,Input1,Input2,Input3,Input4,Input5,Output1,Output2,Output3,Output4,Output5,Output6,Output7,Output8,Output9,Output10
20,0.870801,0.874676,0.881912,0.889405,0.90155,0.908785,0.912145,0.912661,0.93049,0.916021,0.924548,0.912145,0.922738,0.927649,0.90956
21,0.874676,0.881912,0.889405,0.90155,0.908785,0.912145,0.912661,0.93049,0.916021,0.924548,0.912145,0.922738,0.927649,0.90956,0.91292
22,0.881912,0.889405,0.90155,0.908785,0.912145,0.912661,0.93049,0.916021,0.924548,0.912145,0.922738,0.927649,0.90956,0.91292,0.928682
23,0.889405,0.90155,0.908785,0.912145,0.912661,0.93049,0.916021,0.924548,0.912145,0.922738,0.927649,0.90956,0.91292,0.928682,0.932816
24,0.90155,0.908785,0.912145,0.912661,0.93049,0.916021,0.924548,0.912145,0.922738,0.927649,0.90956,0.91292,0.928682,0.932816,0.935401
25,0.908785,0.912145,0.912661,0.93049,0.916021,0.924548,0.912145,0.922738,0.927649,0.90956,0.91292,0.928682,0.932816,0.935401,0.955814
26,0.912145,0.912661,0.93049,0.916021,0.924548,0.912145,0.922738,0.927649,0.90956,0.91292,0.928682,0.932816,0.935401,0.955814,0.96279
27,0.912661,0.93049,0.916021,0.924548,0.912145,0.922738,0.927649,0.90956,0.91292,0.928682,0.932816,0.935401,0.955814,0.96279,0.944961
28,0.93049,0.916021,0.924548,0.912145,0.922738,0.927649,0.90956,0.91292,0.928682,0.932816,0.935401,0.955814,0.96279,0.944961,0.96124
29,0.916021,0.924548,0.912145,0.922738,0.927649,0.90956,0.91292,0.928682,0.932816,0.935401,0.955814,0.96279,0.944961,0.96124,0.965116
30,0.924548,0.912145,0.922738,0.927649,0.90956,0.91292,0.928682,0.932816,0.935401,0.955814,0.96279,0.944961,0.96124,0.965116,0.969509
31,0.912145,0.922738,0.927649,0.90956,0.91292,0.928682,0.932816,0.935401,0.955814,0.96279,0.944961,0.96124,0.965116,0.969509,0.946511
32,0.922738,0.927649,0.90956,0.91292,0.928682,0.932816,0.935401,0.955814,0.96279,0.944961,0.96124,0.965116,0.969509,0.946511,0.947804
33,0.927649,0.90956,0.91292,0.928682,0.932816,0.935401,0.955814,0.96279,0.944961,0.96124,0.965116,0.969509,0.946511,0.947804,0.964599
34,0.90956,0.91292,0.928682,0.932816,0.935401,0.955814,0.96279,0.944961,0.96124,0.965116,0.969509,0.946511,0.947804,0.964599,0.966666
35,0.91292,0.928682,0.932816,0.935401,0.955814,0.96279,0.944961,0.96124,0.965116,0.969509,0.946511,0.947804,0.964599,0.966666,0.967183
36,0.928682,0.932816,0.935401,0.955814,0.96279,0.944961,0.96124,0.965116,0.969509,0.946511,0.947804,0.964599,0.966666,0.967183,0.970542
37,0.932816,0.935401,0.955814,0.96279,0.944961,0.96124,0.965116,0.969509,0.946511,0.947804,0.964599,0.966666,0.967183,0.970542,0.97416
38,0.935401,0.955814,0.96279,0.944961,0.96124,0.965116,0.969509,0.946511,0.947804,0.964599,0.966666,0.967183,0.970542,0.97416,0.969509
39,0.955814,0.96279,0.944961,0.96124,0.965116,0.969509,0.946511,0.947804,0.964599,0.966666,0.967183,0.970542,0.97416,0.969509,0.962273
40,0.96279,0.944961,0.96124,0.965116,0.969509,0.946511,0.947804,0.964599,0.966666,0.967183,0.970542,0.97416,0.969509,0.962273,0.952713
41,0.944961,0.96124,0.965116,0.969509,0.946511,0.947804,0.964599,0.966666,0.967183,0.970542,0.97416,0.969509,0.962273,0.952713,0.937726
42,0.96124,0.965116,0.969509,0.946511,0.947804,0.964599,0.966666,0.967183,0.970542,0.97416,0.969509,0.962273,0.952713,0.937726,0.912145
43,0.965116,0.969509,0.946511,0.947804,0.964599,0.966666,0.967183,0.970542,0.97416,0.969509,0.962273,0.952713,0.937726,0.912145,0.912145
44,0.969509,0.946511,0.947804,0.964599,0.966666,0.967183,0.970542,0.97416,0.969509,0.962273,0.952713,0.937726,0.912145,0.912145,0.904134
45,0.946511,0.947804,0.964599,0.966666,0.967183,0.970542,0.97416,0.969509,0.962273,0.952713,0.937726,0.912145,0.912145,0.904134,0.806201
46,0.947804,0.964599,0.966666,0.967183,0.970542,0.97416,0.969509,0.962273,0.952713,0.937726,0.912145,0.912145,0.904134,0.806201,0.798191
47,0.964599,0.966666,0.967183,0.970542,0.97416,0.969509,0.962273,0.952713,0.937726,0.912145,0.912145,0.904134,0.806201,0.798191,0.799225
48,0.966666,0.967183,0.970542,0.97416,0.969509,0.962273,0.952713,0.937726,0.912145,0.912145,0.904134,0.806201,0.798191,0.799225,0.790439
49,0.967183,0.970542,0.97416,0.969509,0.962273,0.952713,0.937726,0.912145,0.912145,0.904134,0.806201,0.798191,0.799225,0.790439,0.749354
50,0.970542,0.97416,0.969509,0.962273,0.952713,0.937726,0.912145,0.912145,0.904134,0.806201,0.798191,0.799225,0.790439,0.749354,0.766666
51,0.97416,0.969509,0.962273,0.952713,0.937726,0.912145,0.912145,0.904134,0.806201,0.798191,0.799225,0.790439,0.749354,0.766666,0.771318
52,0.969509,0.962273,0.952713,0.937726,0.912145,0.912145,0.904134,0.806201,0.798191,0.799225,0.790439,0.749354,0.766666,0.771318,0.743928
53,0.962273,0.952713,0.937726,0.912145,0.912145,0.904134,0.806201,0.798191,0.799225,0.790439,0.749354,0.766666,0.771318,0.743928,0.742118
54,0.952713,0.937726,0.912145,0.912145,0.904134,0.806201,0.798191,0.799225,0.790439,0.749354,0.766666,0.771318,0.743928,0.742118,0.737726
55,0.937726,0.912145,0.912145,0.904134,0.806201,0.798191,0.799225,0.790439,0.749354,0.766666,0.771318,0.743928,0.742118,0.737726,0.75478
56,0.912145,0.912145,0.904134,0.806201,0.798191,0.799225,0.790439,0.749354,0.766666,0.771318,0.743928,0.742118,0.737726,0.75478,0.764083
57,0.912145,0.904134,0.806201,0.798191,0.799225,0.790439,0.749354,0.766666,0.771318,0.743928,0.742118,0.737726,0.75478,0.764083,0.764341
58,0.904134,0.806201,0.798191,0.799225,0.790439,0.749354,0.766666,0.771318,0.743928,0.742118,0.737726,0.75478,0.764083,0.764341,0.786304
59,0.806201,0.798191,0.799225,0.790439,0.749354,0.766666,0.771318,0.743928,0.742118,0.737726,0.75478,0.764083,0.764341,0.786304,0.802583
60,0.798191,0.799225,0.790439,0.749354,0.766666,0.771318,0.743928,0.742118,0.737726,0.75478,0.764083,0.764341,0.786304,0.802583,0.825064
61,0.799225,0.790439,0.749354,0.766666,0.771318,0.743928,0.742118,0.737726,0.75478,0.764083,0.764341,0.786304,0.802583,0.825064,0.81938
62,0.790439,0.749354,0.766666,0.771318,0.743928,0.742118,0.737726,0.75478,0.764083,0.764341,0.786304,0.802583,0.825064,0.81938,0.812661
63,0.749354,0.766666,0.771318,0.743928,0.742118,0.737726,0.75478,0.764083,0.764341,0.786304,0.802583,0.825064,0.81938,0.812661,0.819897
64,0.766666,0.771318,0.743928,0.742118,0.737726,0.75478,0.764083,0.764341,0.786304,0.802583,0.825064,0.81938,0.812661,0.819897,0.831266
65,0.771318,0.743928,0.742118,0.737726,0.75478,0.764083,0.764341,0.786304,0.802583,0.825064,0.81938,0.812661,0.819897,0.831266,0.836951
66,0.743928,0.742118,0.737726,0.75478,0.764083,0.764341,0.786304,0.802583,0.825064,0.81938,0.812661,0.819897,0.831266,0.836951,0.840052
67,0.742118,0.737726,0.75478,0.764083,0.764341,0.786304,0.802583,0.825064,0.81938,0.812661,0.819897,0.831266,0.836951,0.840052,0.84987
68,0.737726,0.75478,0.764083,0.764341,0.786304,0.802583,0.825064,0.81938,0.812661,0.819897,0.831266,0.836951,0.840052,0.84987,0.845736
69,0.75478,0.764083,0.764341,0.786304,0.802583,0.825064,0.81938,0.812661,0.819897,0.831266,0.836951,0.840052,0.84987,0.845736,0.847545
70,0.764083,0.764341,0.786304,0.802583,0.825064,0.81938,0.812661,0.819897,0.831266,0.836951,0.840052,0.84987,0.845736,0.847545,0.843928
71,0.764341,0.786304,0.802583,0.825064,0.81938,0.812661,0.819897,0.831266,0.836951,0.840052,0.84987,0.845736,0.847545,0.843928,0.850645
72,0.786304,0.802583,0.825064,0.81938,0.812661,0.819897,0.831266,0.836951,0.840052,0.84987,0.845736,0.847545,0.843928,0.850645,0.84031
73,0.802583,0.825064,0.81938,0.812661,0.819897,0.831266,0.836951,0.840052,0.84987,0.845736,0.847545,0.843928,0.850645,0.84031,0.837209
74,0.825064,0.81938,0.812661,0.819897,0.831266,0.836951,0.840052,0.84987,0.845736,0.847545,0.843928,0.850645,0.84031,0.837209,0.833333
75,0.81938,0.812661,0.819897,0.831266,0.836951,0.840052,0.84987,0.845736,0.847545,0.843928,0.850645,0.84031,0.837209,0.833333,0.834108
76,0.812661,0.819897,0.831266,0.836951,0.840052,0.84987,0.845736,0.847545,0.843928,0.850645,0.84031,0.837209,0.833333,0.834108,0.829715
77,0.819897,0.831266,0.836951,0.840052,0.84987,0.845736,0.847545,0.843928,0.850645,0.84031,0.837209,0.833333,0.834108,0.829715,0.822222
78,0.831266,0.836951,0.840052,0.84987,0.845736,0.847545,0.843928,0.850645,0.84031,0.837209,0.833333,0.834108,0.829715,0.822222,0.80801
79,0.836951,0.840052,0.84987,0.845736,0.847545,0.843928,0.850645,0.84031,0.837209,0.833333,0.834108,0.829715,0.822222,0.80801,0.809819
80,0.840052,0.84987,0.845736,0.847545,0.843928,0.850645,0.84031,0.837209,0.833333,0.834108,0.829715,0.822222,0.80801,0.809819,0.812661
81,0.84987,0.845736,0.847545,0.843928,0.850645,0.84031,0.837209,0.833333,0.834108,0.829715,0.822222,0.80801,0.809819,0.812661,0.824806
82,0.845736,0.847545,0.843928,0.850645,0.84031,0.837209,0.833333,0.834108,0.829715,0.822222,0.80801,0.809819,0.812661,0.824806,0.828165
83,0.847545,0.843928,0.850645,0.84031,0.837209,0.833333,0.834108,0.829715,0.822222,0.80801,0.809819,0.812661,0.824806,0.828165,0.8323
84,0.843928,0.850645,0.84031,0.837209,0.833333,0.834108,0.829715,0.822222,0.80801,0.809819,0.812661,0.824806,0.828165,0.8323,0.842377
85,0.850645,0.84031,0.837209,0.833333,0.834108,0.829715,0.822222,0.80801,0.809819,0.812661,0.824806,0.828165,0.8323,0.842377,0.819897
86,0.84031,0.837209,0.833333,0.834108,0.829715,0.822222,0.80801,0.809819,0.812661,0.824806,0.828165,0.8323,0.842377,0.819897,0.814728
87,0.837209,0.833333,0.834108,0.829715,0.822222,0.80801,0.809819,0.812661,0.824806,0.828165,0.8323,0.842377,0.819897,0.814728,0.824548
88,0.833333,0.834108,0.829715,0.822222,0.80801,0.809819,0.812661,0.824806,0.828165,0.8323,0.842377,0.819897,0.814728,0.824548,0.821188
89,0.834108,0.829715,0.822222,0.80801,0.809819,0.812661,0.824806,0.828165,0.8323,0.842377,0.819897,0.814728,0.824548,0.821188,0.829199
90,0.829715,0.822222,0.80801,0.809819,0.812661,0.824806,0.828165,0.8323,0.842377,0.819897,0.814728,0.824548,0.821188,0.829199,0.814211
91,0.822222,0.80801,0.809819,0.812661,0.824806,0.828165,0.8323,0.842377,0.819897,0.814728,0.824548,0.821188,0.829199,0.814211,0.812661
92,0.80801,0.809819,0.812661,0.824806,0.828165,0.8323,0.842377,0.819897,0.814728,0.824548,0.821188,0.829199,0.814211,0.812661,0.818087
93,0.809819,0.812661,0.824806,0.828165,0.8323,0.842377,0.819897,0.814728,0.824548,0.821188,0.829199,0.814211,0.812661,0.818087,0.796382
94,0.812661,0.824806,0.828165,0.8323,0.842377,0.819897,0.814728,0.824548,0.821188,0.829199,0.814211,0.812661,0.818087,0.796382,0.803618
95,0.824806,0.828165,0.8323,0.842377,0.819897,0.814728,0.824548,0.821188,0.829199,0.814211,0.812661,0.818087,0.796382,0.803618,0.854263
96,0.828165,0.8323,0.842377,0.819897,0.814728,0.824548,0.821188,0.829199,0.814211,0.812661,0.818087,0.796382,0.803618,0.854263,0.836434
97,0.8323,0.842377,0.819897,0.814728,0.824548,0.821188,0.829199,0.814211,0.812661,0.818087,0.796382,0.803618,0.854263,0.836434,0.838759
98,0.842377,0.819897,0.814728,0.824548,0.821188,0.829199,0.814211,0.812661,0.818087,0.796382,0.803618,0.854263,0.836434,0.838759,0.835401
99,0.819897,0.814728,0.824548,0.821188,0.829199,0.814211,0.812661,0.818087,0.796382,0.803618,0.854263,0.836434,0.838759,0.835401,0.837984
100,0.814728,0.824548,0.821188,0.829199,0.814211,0.812661,0.818087,0.796382,0.803618,0.854263,0.836434,0.838759,0.835401,0.837984,0.840827
101,0.824548,0.821188,0.829199,0.814211,0.812661,0.818087,0.796382,0.803618,0.854263,0.836434,0.838759,0.835401,0.837984,0.840827,0.853488
102,0.821188,0.829199,0.814211,0.812661,0.818087,0.796382,0.803618,0.854263,0.836434,0.838759,0.835401,0.837984,0.840827,0.853488,0.849354
103,0.829199,0.814211,0.812661,0.818087,0.796382,0.803618,0.854263,0.836434,0.838759,0.835401,0.837984,0.840827,0.853488,0.849354,0.83049
104,0.814211,0.812661,0.818087,0.796382,0.803618,0.854263,0.836434,0.838759,0.835401,0.837984,0.840827,0.853488,0.849354,0.83049,0.835917
105,0.812661,0.818087,0.796382,0.803618,0.854263,0.836434,0.838759,0.835401,0.837984,0.840827,0.853488,0.849354,0.83049,0.835917,0.85168
106,0.818087,0.796382,0.803618,0.854263,0.836434,0.838759,0.835401,0.837984,0.840827,0.853488,0.849354,0.83049,0.835917,0.85168,0.855814
107,0.796382,0.803618,0.854263,0.836434,0.838759,0.835401,0.837984,0.840827,0.853488,0.849354,0.83049,0.835917,0.85168,0.855814,0.879845
108,0.803618,0.854263,0.836434,0.838759,0.835401,0.837984,0.840827,0.853488,0.849354,0.83049,0.835917,0.85168,0.855814,0.879845,0.892248
109,0.854263,0.836434,0.838759,0.835401,0.837984,0.840827,0.853488,0.849354,0.83049,0.835917,0.85168,0.855814,0.879845,0.892248,0.903618
110,0.836434,0.838759,0.835401,0.837984,0.840827,0.853488,0.849354,0.83049,0.835917,0.85168,0.855814,0.879845,0.892248,0.903618,0.886304
111,0.838759,0.835401,0.837984,0.840827,0.853488,0.849354,0.83049,0.835917,0.85168,0.855814,0.879845,0.892248,0.903618,0.886304,0.863824
112,0.835401,0.837984,0.840827,0.853488,0.849354,0.83049,0.835917,0.85168,0.855814,0.879845,0.892248,0.903618,0.886304,0.863824,0.857364
113,0.837984,0.840827,0.853488,0.849354,0.83049,0.835917,0.85168,0.855814,0.879845,0.892248,0.903618,0.886304,0.863824,0.857364,0.871059
114,0.840827,0.853488,0.849354,0.83049,0.835917,0.85168,0.855814,0.879845,0.892248,0.903618,0.886304,0.863824,0.857364,0.871059,0.882687
115,0.853488,0.849354,0.83049,0.835917,0.85168,0.855814,0.879845,0.892248,0.903618,0.886304,0.863824,0.857364,0.871059,0.882687,0.871318
116,0.849354,0.83049,0.835917,0.85168,0.855814,0.879845,0.892248,0.903618,0.886304,0.863824,0.857364,0.871059,0.882687,0.871318,0.883463
117,0.83049,0.835917,0.85168,0.855814,0.879845,0.892248,0.903618,0.886304,0.863824,0.857364,0.871059,0.882687,0.871318,0.883463,0.891473
118,0.835917,0.85168,0.855814,0.879845,0.892248,0.903618,0.886304,0.863824,0.857364,0.871059,0.882687,0.871318,0.883463,0.891473,0.888114
119,0.85168,0.855814,0.879845,0.892248,0.903618,0.886304,0.863824,0.857364,0.871059,0.882687,0.871318,0.883463,0.891473,0.888114,0.896899
120,0.855814,0.879845,0.892248,0.903618,0.886304,0.863824,0.857364,0.871059,0.882687,0.871318,0.883463,0.891473,0.888114,0.896899,0.912145
121,0.879845,0.892248,0.903618,0.886304,0.863824,0.857364,0.871059,0.882687,0.871318,0.883463,0.891473,0.888114,0.896899,0.912145,0.891731
122,0.892248,0.903618,0.886304,0.863824,0.857364,0.871059,0.882687,0.871318,0.883463,0.891473,0.888114,0.896899,0.912145,0.891731,0.892506
123,0.903618,0.886304,0.863824,0.857364,0.871059,0.882687,0.871318,0.883463,0.891473,0.888114,0.896899,0.912145,0.891731,0.892506,0.874935
124,0.886304,0.863824,0.857364,0.871059,0.882687,0.871318,0.883463,0.891473,0.888114,0.896899,0.912145,0.891731,0.892506,0.874935,0.87416
125,0.863824,0.857364,0.871059,0.882687,0.871318,0.883463,0.891473,0.888114,0.896899,0.912145,0.891731,0.892506,0.874935,0.87416,0.862273
126,0.857364,0.871059,0.882687,0.871318,0.883463,0.891473,0.888114,0.896899,0.912145,0.891731,0.892506,0.874935,0.87416,0.862273,0.864599
127,0.871059,0.882687,0.871318,0.883463,0.891473,0.888114,0.896899,0.912145,0.891731,0.892506,0.874935,0.87416,0.862273,0.864599,0.878036
128,0.882687,0.871318,0.883463,0.891473,0.888114,0.896899,0.912145,0.891731,0.892506,0.874935,0.87416,0.862273,0.864599,0.878036,0.869767
129,0.871318,0.883463,0.891473,0.888114,0.896899,0.912145,0.891731,0.892506,0.874935,0.87416,0.862273,0.864599,0.878036,0.869767,0.870801
130,0.883463,0.891473,0.888114,0.896899,0.912145,0.891731,0.892506,0.874935,0.87416,0.862273,0.864599,0.878036,0.869767,0.870801,0.862273
131,0.891473,0.888114,0.896899,0.912145,0.891731,0.892506,0.874935,0.87416,0.862273,0.864599,0.878036,0.869767,0.870801,0.862273,0.875711
132,0.888114,0.896899,0.912145,0.891731,0.892506,0.874935,0.87416,0.862273,0.864599,0.878036,0.869767,0.870801,0.862273,0.875711,0.870284
133,0.896899,0.912145,0.891731,0.892506,0.874935,0.87416,0.862273,0.864599,0.878036,0.869767,0.870801,0.862273,0.875711,0.870284,0.884238
134,0.912145,0.891731,0.892506,0.874935,0.87416,0.862273,0.864599,0.878036,0.869767,0.870801,0.862273,0.875711,0.870284,0.884238,0.86925
135,0.891731,0.892506,0.874935,0.87416,0.862273,0.864599,0.878036,0.869767,0.870801,0.862273,0.875711,0.870284,0.884238,0.86925,0.877002
136,0.892506,0.874935,0.87416,0.862273,0.864599,0.878036,0.869767,0.870801,0.862273,0.875711,0.870284,0.884238,0.86925,0.877002,0.896382
137,0.874935,0.87416,0.862273,0.864599,0.878036,0.869767,0.870801,0.862273,0.875711,0.870284,0.884238,0.86925,0.877002,0.896382,0.896124
138,0.87416,0.862273,0.864599,0.878036,0.869767,0.870801,0.862273,0.875711,0.870284,0.884238,0.86925,0.877002,0.896382,0.896124,0.897157
139,0.862273,0.864599,0.878036,0.869767,0.870801,0.862273,0.875711,0.870284,0.884238,0.86925,0.877002,0.896382,0.896124,0.897157,0.898191
140,0.864599,0.878036,0.869767,0.870801,0.862273,0.875711,0.870284,0.884238,0.86925,0.877002,0.896382,0.896124,0.897157,0.898191,0.893798
141,0.878036,0.869767,0.870801,0.862273,0.875711,0.870284,0.884238,0.86925,0.877002,0.896382,0.896124,0.897157,0.898191,0.893798,0.900258
142,0.869767,0.870801,0.862273,0.875711,0.870284,0.884238,0.86925,0.877002,0.896382,0.896124,0.897157,0.898191,0.893798,0.900258,0.875452
143,0.870801,0.862273,0.875711,0.870284,0.884238,0.86925,0.877002,0.896382,0.896124,0.897157,0.898191,0.893798,0.900258,0.875452,0.87261
144,0.862273,0.875711,0.870284,0.884238,0.86925,0.877002,0.896382,0.896124,0.897157,0.898191,0.893798,0.900258,0.875452,0.87261,0.842635
145,0.875711,0.870284,0.884238,0.86925,0.877002,0.896382,0.896124,0.897157,0.898191,0.893798,0.900258,0.875452,0.87261,0.842635,0.947804
146,0.870284,0.884238,0.86925,0.877002,0.896382,0.896124,0.897157,0.898191,0.893798,0.900258,0.875452,0.87261,0.842635,0.947804,0.795866
147,0.884238,0.86925,0.877002,0.896382,0.896124,0.897157,0.898191,0.893798,0.900258,0.875452,0.87261,0.842635,0.947804,0.795866,0.775452
148,0.86925,0.877002,0.896382,0.896124,0.897157,0.898191,0.893798,0.900258,0.875452,0.87261,0.842635,0.947804,0.795866,0.775452,0.797416
149,0.877002,0.896382,0.896124,0.897157,0.898191,0.893798,0.900258,0.875452,0.87261,0.842635,0.947804,0.795866,0.775452,0.797416,0.788889
150,0.896382,0.896124,0.897157,0.898191,0.893798,0.900258,0.875452,0.87261,0.842635,0.947804,0.795866,0.775452,0.797416,0.788889,0.799483
151,0.896124,0.897157,0.898191,0.893798,0.900258,0.875452,0.87261,0.842635,0.947804,0.795866,0.775452,0.797416,0.788889,0.799483,0.796899
152,0.897157,0.898191,0.893798,0.900258,0.875452,0.87261,0.842635,0.947804,0.795866,0.775452,0.797416,0.788889,0.799483,0.796899,0.757364
153,0.898191,0.893798,0.900258,0.875452,0.87261,0.842635,0.947804,0.795866,0.775452,0.797416,0.788889,0.799483,0.796899,0.757364,0.789147
154,0.893798,0.900258,0.875452,0.87261,0.842635,0.947804,0.795866,0.775452,0.797416,0.788889,0.799483,0.796899,0.757364,0.789147,0.813178
155,0.900258,0.875452,0.87261,0.842635,0.947804,0.795866,0.775452,0.797416,0.788889,0.799483,0.796899,0.757364,0.789147,0.813178,0.845736
156,0.875452,0.87261,0.842635,0.947804,0.795866,0.775452,0.797416,0.788889,0.799483,0.796899,0.757364,0.789147,0.813178,0.845736,0.798191
157,0.87261,0.842635,0.947804,0.795866,0.775452,0.797416,0.788889,0.799483,0.796899,0.757364,0.789147,0.813178,0.845736,0.798191,0.764341
158,0.842635,0.947804,0.795866,0.775452,0.797416,0.788889,0.799483,0.796899,0.757364,0.789147,0.813178,0.845736,0.798191,0.764341,0.724031
159,0.947804,0.795866,0.775452,0.797416,0.788889,0.799483,0.796899,0.757364,0.789147,0.813178,0.845736,0.798191,0.764341,0.724031,0.691731
160,0.795866,0.775452,0.797416,0.788889,0.799483,0.796899,0.757364,0.789147,0.813178,0.845736,0.798191,0.764341,0.724031,0.691731,0.675452
161,0.775452,0.797416,0.788889,0.799483,0.796899,0.757364,0.789147,0.813178,0.845736,0.798191,0.764341,0.724031,0.691731,0.675452,0.668734
162,0.797416,0.788889,0.799483,0.796899,0.757364,0.789147,0.813178,0.845736,0.798191,0.764341,0.724031,0.691731,0.675452,0.668734,0.681137
163,0.788889,0.799483,0.796899,0.757364,0.789147,0.813178,0.845736,0.798191,0.764341,0.724031,0.691731,0.675452,0.668734,0.681137,0.67416
164,0.799483,0.796899,0.757364,0.789147,0.813178,0.845736,0.798191,0.764341,0.724031,0.691731,0.675452,0.668734,0.681137,0.67416,0.649612
165,0.796899,0.757364,0.789147,0.813178,0.845736,0.798191,0.764341,0.724031,0.691731,0.675452,0.668734,0.681137,0.67416,0.649612,0.658915
166,0.757364,0.789147,0.813178,0.845736,0.798191,0.764341,0.724031,0.691731,0.675452,0.668734,0.681137,0.67416,0.649612,0.658915,0.65323
167,0.789147,0.813178,0.845736,0.798191,0.764341,0.724031,0.691731,0.675452,0.668734,0.681137,0.67416,0.649612,0.658915,0.65323,0.645994
168,0.813178,0.845736,0.798191,0.764341,0.724031,0.691731,0.675452,0.668734,0.681137,0.67416,0.649612,0.658915,0.65323,0.645994,0.648579
169,0.845736,0.798191,0.764341,0.724031,0.691731,0.675452,0.668734,0.681137,0.67416,0.649612,0.658915,0.65323,0.645994,0.648579,0.639018
170,0.798191,0.764341,0.724031,0.691731,0.675452,0.668734,0.681137,0.67416,0.649612,0.658915,0.65323,0.645994,0.648579,0.639018,0.654263
171,0.764341,0.724031,0.691731,0.675452,0.668734,0.681137,0.67416,0.649612,0.658915,0.65323,0.645994,0.648579,0.639018,0.654263,0.658915
172,0.724031,0.691731,0.675452,0.668734,0.681137,0.67416,0.649612,0.658915,0.65323,0.645994,0.648579,0.639018,0.654263,0.658915,0.671318
173,0.691731,0.675452,0.668734,0.681137,0.67416,0.649612,0.658915,0.65323,0.645994,0.648579,0.639018,0.654263,0.658915,0.671318,0.693798
174,0.675452,0.668734,0.681137,0.67416,0.649612,0.658915,0.65323,0.645994,0.648579,0.639018,0.654263,0.658915,0.671318,0.693798,0.684754
175,0.668734,0.681137,0.67416,0.649612,0.658915,0.65323,0.645994,0.648579,0.639018,0.654263,0.658915,0.671318,0.693798,0.684754,0.687339
176,0.681137,0.67416,0.649612,0.658915,0.65323,0.645994,0.648579,0.639018,0.654263,0.658915,0.671318,0.693798,0.684754,0.687339,0.690439
177,0.67416,0.649612,0.658915,0.65323,0.645994,0.648579,0.639018,0.654263,0.658915,0.671318,0.693798,0.684754,0.687339,0.690439,0.670542
178,0.649612,0.658915,0.65323,0.645994,0.648579,0.639018,0.654263,0.658915,0.671318,0.693798,0.684754,0.687339,0.690439,0.670542,0.690439
179,0.658915,0.65323,0.645994,0.648579,0.639018,0.654263,0.658915,0.671318,0.693798,0.684754,0.687339,0.690439,0.670542,0.690439,0.679845
