,Input1,Input2,Input3,Input4,Input5,Output1,Output2,Output3,Output4,Output5,Output6,Output7,Output8,Output9,Output10
56,0.759599,0.344552,0.695102,0.493256,0.809929,0.215245,0.393534,0.603166,0.660501,0.639289,0.691867,0.588639,0.765502,0.386084,0.759108
57,0.344552,0.695102,0.493256,0.809929,0.215245,0.393534,0.603166,0.660501,0.639289,0.691867,0.588639,0.765502,0.386084,0.759108,0.343976
58,0.695102,0.493256,0.809929,0.215245,0.393534,0.603166,0.660501,0.639289,0.691867,0.588639,0.765502,0.386084,0.759108,0.343976,0.693955
59,0.493256,0.809929,0.215245,0.393534,0.603166,0.660501,0.639289,0.691867,0.588639,0.765502,0.386084,0.759108,0.343976,0.693955,0.495563
60,0.809929,0.215245,0.393534,0.603166,0.660501,0.639289,0.691867,0.588639,0.765502,0.386084,0.759108,0.343976,0.693955,0.495563,0.80973
61,0.215245,0.393534,0.603166,0.660501,0.639289,0.691867,0.588639,0.765502,0.386084,0.759108,0.343976,0.693955,0.495563,0.80973,0.216627
62,0.393534,0.603166,0.660501,0.639289,0.691867,0.588639,0.765502,0.386084,0.759108,0.343976,0.693955,0.495563,0.80973,0.216627,0.397844
63,0.603166,0.660501,0.639289,0.691867,0.588639,0.765502,0.386084,0.759108,0.343976,0.693955,0.495563,0.80973,0.216627,0.397844,0.608583
64,0.660501,0.639289,0.691867,0.588639,0.765502,0.386084,0.759108,0.343976,0.693955,0.495563,0.80973,0.216627,0.397844,0.608583,0.655413
65,0.639289,0.691867,0.588639,0.765502,0.386084,0.759108,0.343976,0.693955,0.495563,0.80973,0.216627,0.397844,0.608583,0.655413,0.649856
66,0.691867,0.588639,0.765502,0.386084,0.759108,0.343976,0.693955,0.495563,0.80973,0.216627,0.397844,0.608583,0.655413,0.649856,0.673343
67,0.588639,0.765502,0.386084,0.759108,0.343976,0.693955,0.495563,0.80973,0.216627,0.397844,0.608583,0.655413,0.649856,0.673343,0.629445
68,0.765502,0.386084,0.759108,0.343976,0.693955,0.495563,0.80973,0.216627,0.397844,0.608583,0.655413,0.649856,0.673343,0.629445,0.710439
69,0.386084,0.759108,0.343976,0.693955,0.495563,0.80973,0.216627,0.397844,0.608583,0.655413,0.649856,0.673343,0.629445,0.710439,0.544123
70,0.759108,0.343976,0.693955,0.495563,0.80973,0.216627,0.397844,0.608583,0.655413,0.649856,0.673343,0.629445,0.710439,0.544123,0.803952
71,0.343976,0.693955,0.495563,0.80973,0.216627,0.397844,0.608583,0.655413,0.649856,0.673343,0.629445,0.710439,0.544123,0.803952,0.250917
72,0.693955,0.495563,0.80973,0.216627,0.397844,0.608583,0.655413,0.649856,0.673343,0.629445,0.710439,0.544123,0.803952,0.250917,0.49768
73,0.495563,0.80973,0.216627,0.397844,0.608583,0.655413,0.649856,0.673343,0.629445,0.710439,0.544123,0.803952,0.250917,0.49768,0.676897
74,0.80973,0.216627,0.397844,0.608583,0.655413,0.649856,0.673343,0.629445,0.710439,0.544123,0.803952,0.250917,0.49768,0.676897,0.576868
75,0.216627,0.397844,0.608583,0.655413,0.649856,0.673343,0.629445,0.710439,0.544123,0.803952,0.250917,0.49768,0.676897,0.576868,0.771849
76,0.397844,0.608583,0.655413,0.649856,0.673343,0.629445,0.710439,0.544123,0.803952,0.250917,0.49768,0.676897,0.576868,0.771849,0.363577
77,0.608583,0.655413,0.649856,0.673343,0.629445,0.710439,0.544123,0.803952,0.250917,0.49768,0.676897,0.576868,0.771849,0.363577,0.729668
78,0.655413,0.649856,0.673343,0.629445,0.710439,0.544123,0.803952,0.250917,0.49768,0.676897,0.576868,0.771849,0.363577,0.729668,0.417278
79,0.649856,0.673343,0.629445,0.710439,0.544123,0.803952,0.250917,0.49768,0.676897,0.576868,0.771849,0.363577,0.729668,0.417278,0.782485
80,0.673343,0.629445,0.710439,0.544123,0.803952,0.250917,0.49768,0.676897,0.576868,0.771849,0.363577,0.729668,0.417278,0.782485,0.282905
81,0.629445,0.710439,0.544123,0.803952,0.250917,0.49768,0.676897,0.576868,0.771849,0.363577,0.729668,0.417278,0.782485,0.282905,0.5742
82,0.710439,0.544123,0.803952,0.250917,0.49768,0.676897,0.576868,0.771849,0.363577,0.729668,0.417278,0.782485,0.282905,0.5742,0.655894
83,0.544123,0.803952,0.250917,0.49768,0.676897,0.576868,0.771849,0.363577,0.729668,0.417278,0.782485,0.282905,0.5742,0.655894,0.638708
84,0.803952,0.250917,0.49768,0.676897,0.576868,0.771849,0.363577,0.729668,0.417278,0.782485,0.282905,0.5742,0.655894,0.638708,0.691385
85,0.250917,0.49768,0.676897,0.576868,0.771849,0.363577,0.729668,0.417278,0.782485,0.282905,0.5742,0.655894,0.638708,0.691385,0.589495
86,0.49768,0.676897,0.576868,0.771849,0.363577,0.729668,0.417278,0.782485,0.282905,0.5742,0.655894,0.638708,0.691385,0.589495,0.76451
87,0.676897,0.576868,0.771849,0.363577,0.729668,0.417278,0.782485,0.282905,0.5742,0.655894,0.638708,0.691385,0.589495,0.76451,0.389267
88,0.576868,0.771849,0.363577,0.729668,0.417278,0.782485,0.282905,0.5742,0.655894,0.638708,0.691385,0.589495,0.76451,0.389267,0.762789
89,0.771849,0.363577,0.729668,0.417278,0.782485,0.282905,0.5742,0.655894,0.638708,0.691385,0.589495,0.76451,0.389267,0.762789,0.334243
90,0.363577,0.729668,0.417278,0.782485,0.282905,0.5742,0.655894,0.638708,0.691385,0.589495,0.76451,0.389267,0.762789,0.334243,0.677637
91,0.729668,0.417278,0.782485,0.282905,0.5742,0.655894,0.638708,0.691385,0.589495,0.76451,0.389267,0.762789,0.334243,0.677637,0.526377
92,0.417278,0.782485,0.282905,0.5742,0.655894,0.638708,0.691385,0.589495,0.76451,0.389267,0.762789,0.334243,0.677637,0.526377,0.801073
93,0.782485,0.282905,0.5742,0.655894,0.638708,0.691385,0.589495,0.76451,0.389267,0.762789,0.334243,0.677637,0.526377,0.801073,0.255286
94,0.282905,0.5742,0.655894,0.638708,0.691385,0.589495,0.76451,0.389267,0.762789,0.334243,0.677637,0.526377,0.801073,0.255286,0.508823
95,0.5742,0.655894,0.638708,0.691385,0.589495,0.76451,0.389267,0.762789,0.334243,0.677637,0.526377,0.801073,0.255286,0.508823,0.677805
96,0.655894,0.638708,0.691385,0.589495,0.76451,0.389267,0.762789,0.334243,0.677637,0.526377,0.801073,0.255286,0.508823,0.677805,0.578419
97,0.638708,0.691385,0.589495,0.76451,0.389267,0.762789,0.334243,0.677637,0.526377,0.801073,0.255286,0.508823,0.677805,0.578419,0.770783
98,0.691385,0.589495,0.76451,0.389267,0.762789,0.334243,0.677637,0.526377,0.801073,0.255286,0.508823,0.677805,0.578419,0.770783,0.367264
99,0.589495,0.76451,0.389267,0.762789,0.334243,0.677637,0.526377,0.801073,0.255286,0.508823,0.677805,0.578419,0.770783,0.367264,0.734869
100,0.76451,0.389267,0.762789,0.334243,0.677637,0.526377,0.801073,0.255286,0.508823,0.677805,0.578419,0.770783,0.367264,0.734869,0.404943
101,0.389267,0.762789,0.334243,0.677637,0.526377,0.801073,0.255286,0.508823,0.677805,0.578419,0.770783,0.367264,0.734869,0.404943,0.771843
102,0.762789,0.334243,0.677637,0.526377,0.801073,0.255286,0.508823,0.677805,0.578419,0.770783,0.367264,0.734869,0.404943,0.771843,0.312016
103,0.334243,0.677637,0.526377,0.801073,0.255286,0.508823,0.677805,0.578419,0.770783,0.367264,0.734869,0.404943,0.771843,0.312016,0.636611
104,0.677637,0.526377,0.801073,0.255286,0.508823,0.677805,0.578419,0.770783,0.367264,0.734869,0.404943,0.771843,0.312016,0.636611,0.591433
105,0.526377,0.801073,0.255286,0.508823,0.677805,0.578419,0.770783,0.367264,0.734869,0.404943,0.771843,0.312016,0.636611,0.591433,0.746126
106,0.801073,0.255286,0.508823,0.677805,0.578419,0.770783,0.367264,0.734869,0.404943,0.771843,0.312016,0.636611,0.591433,0.746126,0.442068
107,0.255286,0.508823,0.677805,0.578419,0.770783,0.367264,0.734869,0.404943,0.771843,0.312016,0.636611,0.591433,0.746126,0.442068,0.806819
108,0.508823,0.677805,0.578419,0.770783,0.367264,0.734869,0.404943,0.771843,0.312016,0.636611,0.591433,0.746126,0.442068,0.806819,0.210559
109,0.677805,0.578419,0.770783,0.367264,0.734869,0.404943,0.771843,0.312016,0.636611,0.591433,0.746126,0.442068,0.806819,0.210559,0.377631
110,0.578419,0.770783,0.367264,0.734869,0.404943,0.771843,0.312016,0.636611,0.591433,0.746126,0.442068,0.806819,0.210559,0.377631,0.581515
111,0.770783,0.367264,0.734869,0.404943,0.771843,0.312016,0.636611,0.591433,0.746126,0.442068,0.806819,0.210559,0.377631,0.581515,0.677975
112,0.367264,0.734869,0.404943,0.771843,0.312016,0.636611,0.591433,0.746126,0.442068,0.806819,0.210559,0.377631,0.581515,0.677975,0.599889
113,0.734869,0.404943,0.771843,0.312016,0.636611,0.591433,0.746126,0.442068,0.806819,0.210559,0.377631,0.581515,0.677975,0.599889,0.749534
114,0.404943,0.771843,0.312016,0.636611,0.591433,0.746126,0.442068,0.806819,0.210559,0.377631,0.581515,0.677975,0.599889,0.749534,0.435208
115,0.771843,0.312016,0.636611,0.591433,0.746126,0.442068,0.806819,0.210559,0.377631,0.581515,0.677975,0.599889,0.749534,0.435208,0.803158
116,0.312016,0.636611,0.591433,0.746126,0.442068,0.806819,0.210559,0.377631,0.581515,0.677975,0.599889,0.749534,0.435208,0.803158,0.220925
117,0.636611,0.591433,0.746126,0.442068,0.806819,0.210559,0.377631,0.581515,0.677975,0.599889,0.749534,0.435208,0.803158,0.220925,0.40932
118,0.591433,0.746126,0.442068,0.806819,0.210559,0.377631,0.581515,0.677975,0.599889,0.749534,0.435208,0.803158,0.220925,0.40932,0.622184
119,0.746126,0.442068,0.806819,0.210559,0.377631,0.581515,0.677975,0.599889,0.749534,0.435208,0.803158,0.220925,0.40932,0.622184,0.641395
120,0.442068,0.806819,0.210559,0.377631,0.581515,0.677975,0.599889,0.749534,0.435208,0.803158,0.220925,0.40932,0.622184,0.641395,0.677084
121,0.806819,0.210559,0.377631,0.581515,0.677975,0.599889,0.749534,0.435208,0.803158,0.220925,0.40932,0.622184,0.641395,0.677084,0.619614
122,0.210559,0.377631,0.581515,0.677975,0.599889,0.749534,0.435208,0.803158,0.220925,0.40932,0.622184,0.641395,0.677084,0.619614,0.72518
123,0.377631,0.581515,0.677975,0.599889,0.749534,0.435208,0.803158,0.220925,0.40932,0.622184,0.641395,0.677084,0.619614,0.72518,0.505445
124,0.581515,0.677975,0.599889,0.749534,0.435208,0.803158,0.220925,0.40932,0.622184,0.641395,0.677084,0.619614,0.72518,0.505445,0.819041
125,0.677975,0.599889,0.749534,0.435208,0.803158,0.220925,0.40932,0.622184,0.641395,0.677084,0.619614,0.72518,0.505445,0.819041,0.187019
126,0.599889,0.749534,0.435208,0.803158,0.220925,0.40932,0.622184,0.641395,0.677084,0.619614,0.72518,0.505445,0.819041,0.187019,0.302403
127,0.749534,0.435208,0.803158,0.220925,0.40932,0.622184,0.641395,0.677084,0.619614,0.72518,0.505445,0.819041,0.187019,0.302403,0.440544
128,0.435208,0.803158,0.220925,0.40932,0.622184,0.641395,0.677084,0.619614,0.72518,0.505445,0.819041,0.187019,0.302403,0.440544,0.672706
129,0.803158,0.220925,0.40932,0.622184,0.641395,0.677084,0.619614,0.72518,0.505445,0.819041,0.187019,0.302403,0.440544,0.672706,0.567877
130,0.220925,0.40932,0.622184,0.641395,0.677084,0.619614,0.72518,0.505445,0.819041,0.187019,0.302403,0.440544,0.672706,0.567877,0.777833
131,0.40932,0.622184,0.641395,0.677084,0.619614,0.72518,0.505445,0.819041,0.187019,0.302403,0.440544,0.672706,0.567877,0.777833,0.342585
132,0.622184,0.641395,0.677084,0.619614,0.72518,0.505445,0.819041,0.187019,0.302403,0.440544,0.672706,0.567877,0.777833,0.342585,0.697148
133,0.641395,0.677084,0.619614,0.72518,0.505445,0.819041,0.187019,0.302403,0.440544,0.672706,0.567877,0.777833,0.342585,0.697148,0.488202
134,0.677084,0.619614,0.72518,0.505445,0.819041,0.187019,0.302403,0.440544,0.672706,0.567877,0.777833,0.342585,0.697148,0.488202,0.810021
135,0.619614,0.72518,0.505445,0.819041,0.187019,0.302403,0.440544,0.672706,0.567877,0.777833,0.342585,0.697148,0.488202,0.810021,0.213412
136,0.72518,0.505445,0.819041,0.187019,0.302403,0.440544,0.672706,0.567877,0.777833,0.342585,0.697148,0.488202,0.810021,0.213412,0.387731
137,0.505445,0.819041,0.187019,0.302403,0.440544,0.672706,0.567877,0.777833,0.342585,0.697148,0.488202,0.810021,0.213412,0.387731,0.595553
138,0.819041,0.187019,0.302403,0.440544,0.672706,0.567877,0.777833,0.342585,0.697148,0.488202,0.810021,0.213412,0.387731,0.595553,0.667176
139,0.187019,0.302403,0.440544,0.672706,0.567877,0.777833,0.342585,0.697148,0.488202,0.810021,0.213412,0.387731,0.595553,0.667176,0.624838
140,0.302403,0.440544,0.672706,0.567877,0.777833,0.342585,0.697148,0.488202,0.810021,0.213412,0.387731,0.595553,0.667176,0.624838,0.715105
141,0.440544,0.672706,0.567877,0.777833,0.342585,0.697148,0.488202,0.810021,0.213412,0.387731,0.595553,0.667176,0.624838,0.715105,0.531692
142,0.672706,0.567877,0.777833,0.342585,0.697148,0.488202,0.810021,0.213412,0.387731,0.595553,0.667176,0.624838,0.715105,0.531692,0.810596
143,0.567877,0.777833,0.342585,0.697148,0.488202,0.810021,0.213412,0.387731,0.595553,0.667176,0.624838,0.715105,0.531692,0.810596,0.224475
144,0.777833,0.342585,0.697148,0.488202,0.810021,0.213412,0.387731,0.595553,0.667176,0.624838,0.715105,0.531692,0.810596,0.224475,0.422503
145,0.342585,0.697148,0.488202,0.810021,0.213412,0.387731,0.595553,0.667176,0.624838,0.715105,0.531692,0.810596,0.224475,0.422503,0.635582
146,0.697148,0.488202,0.810021,0.213412,0.387731,0.595553,0.667176,0.624838,0.715105,0.531692,0.810596,0.224475,0.422503,0.635582,0.626136
147,0.488202,0.810021,0.213412,0.387731,0.595553,0.667176,0.624838,0.715105,0.531692,0.810596,0.224475,0.422503,0.635582,0.626136,0.703813
148,0.810021,0.213412,0.387731,0.595553,0.667176,0.624838,0.715105,0.531692,0.810596,0.224475,0.422503,0.635582,0.626136,0.703813,0.558395
149,0.213412,0.387731,0.595553,0.667176,0.624838,0.715105,0.531692,0.810596,0.224475,0.422503,0.635582,0.626136,0.703813,0.558395,0.793825
150,0.387731,0.595553,0.667176,0.624838,0.715105,0.531692,0.810596,0.224475,0.422503,0.635582,0.626136,0.703813,0.558395,0.793825,0.288878
151,0.595553,0.667176,0.624838,0.715105,0.531692,0.810596,0.224475,0.422503,0.635582,0.626136,0.703813,0.558395,0.793825,0.288878,0.591832
152,0.667176,0.624838,0.715105,0.531692,0.810596,0.224475,0.422503,0.635582,0.626136,0.703813,0.558395,0.793825,0.288878,0.591832,0.6414
153,0.624838,0.715105,0.531692,0.810596,0.224475,0.422503,0.635582,0.626136,0.703813,0.558395,0.793825,0.288878,0.591832,0.6414,0.66797
154,0.715105,0.531692,0.810596,0.224475,0.422503,0.635582,0.626136,0.703813,0.558395,0.793825,0.288878,0.591832,0.6414,0.66797,0.637111
155,0.531692,0.810596,0.224475,0.422503,0.635582,0.626136,0.703813,0.558395,0.793825,0.288878,0.591832,0.6414,0.66797,0.637111,0.697457
156,0.810596,0.224475,0.422503,0.635582,0.626136,0.703813,0.558395,0.793825,0.288878,0.591832,0.6414,0.66797,0.637111,0.697457,0.575877
157,0.224475,0.422503,0.635582,0.626136,0.703813,0.558395,0.793825,0.288878,0.591832,0.6414,0.66797,0.637111,0.697457,0.575877,0.778859
158,0.422503,0.635582,0.626136,0.703813,0.558395,0.793825,0.288878,0.591832,0.6414,0.66797,0.637111,0.697457,0.575877,0.778859,0.341802
159,0.635582,0.626136,0.703813,0.558395,0.793825,0.288878,0.591832,0.6414,0.66797,0.637111,0.697457,0.575877,0.778859,0.341802,0.696082
160,0.626136,0.703813,0.558395,0.793825,0.288878,0.591832,0.6414,0.66797,0.637111,0.697457,0.575877,0.778859,0.341802,0.696082,0.490297
161,0.703813,0.558395,0.793825,0.288878,0.591832,0.6414,0.66797,0.637111,0.697457,0.575877,0.778859,0.341802,0.696082,0.490297,0.809952
162,0.558395,0.793825,0.288878,0.591832,0.6414,0.66797,0.637111,0.697457,0.575877,0.778859,0.341802,0.696082,0.490297,0.809952,0.214276
163,0.793825,0.288878,0.591832,0.6414,0.66797,0.637111,0.697457,0.575877,0.778859,0.341802,0.696082,0.490297,0.809952,0.214276,0.390468
164,0.288878,0.591832,0.6414,0.66797,0.637111,0.697457,0.575877,0.778859,0.341802,0.696082,0.490297,0.809952,0.214276,0.390468,0.599191
165,0.591832,0.6414,0.66797,0.637111,0.697457,0.575877,0.778859,0.341802,0.696082,0.490297,0.809952,0.214276,0.390468,0.599191,0.664056
166,0.6414,0.66797,0.637111,0.697457,0.575877,0.778859,0.341802,0.696082,0.490297,0.809952,0.214276,0.390468,0.599191,0.664056,0.631678
167,0.66797,0.637111,0.697457,0.575877,0.778859,0.341802,0.696082,0.490297,0.809952,0.214276,0.390468,0.599191,0.664056,0.631678,0.704408
168,0.637111,0.697457,0.575877,0.778859,0.341802,0.696082,0.490297,0.809952,0.214276,0.390468,0.599191,0.664056,0.631678,0.704408,0.558709
169,0.697457,0.575877,0.778859,0.341802,0.696082,0.490297,0.809952,0.214276,0.390468,0.599191,0.664056,0.631678,0.704408,0.558709,0.793798
170,0.575877,0.778859,0.341802,0.696082,0.490297,0.809952,0.214276,0.390468,0.599191,0.664056,0.631678,0.704408,0.558709,0.793798,0.289058
171,0.778859,0.341802,0.696082,0.490297,0.809952,0.214276,0.390468,0.599191,0.664056,0.631678,0.704408,0.558709,0.793798,0.289058,0.592247
172,0.341802,0.696082,0.490297,0.809952,0.214276,0.390468,0.599191,0.664056,0.631678,0.704408,0.558709,0.793798,0.289058,0.592247,0.641029
173,0.696082,0.490297,0.809952,0.214276,0.390468,0.599191,0.664056,0.631678,0.704408,0.558709,0.793798,0.289058,0.592247,0.641029,0.668677
174,0.490297,0.809952,0.214276,0.390468,0.599191,0.664056,0.631678,0.704408,0.558709,0.793798,0.289058,0.592247,0.641029,0.668677,0.635675
175,0.809952,0.214276,0.390468,0.599191,0.664056,0.631678,0.704408,0.558709,0.793798,0.289058,0.592247,0.641029,0.668677,0.635675,0.699848
176,0.214276,0.390468,0.599191,0.664056,0.631678,0.704408,0.558709,0.793798,0.289058,0.592247,0.641029,0.668677,0.635675,0.699848,0.570162
177,0.390468,0.599191,0.664056,0.631678,0.704408,0.558709,0.793798,0.289058,0.592247,0.641029,0.668677,0.635675,0.699848,0.570162,0.784219
178,0.599191,0.664056,0.631678,0.704408,0.558709,0.793798,0.289058,0.592247,0.641029,0.668677,0.635675,0.699848,0.570162,0.784219,0.323296
179,0.664056,0.631678,0.704408,0.558709,0.793798,0.289058,0.592247,0.641029,0.668677,0.635675,0.699848,0.570162,0.784219,0.323296,0.66321
