,Input1,Input2,Input3,Input4,Input5,Output1,Output2,Output3,Output4,Output5,Output6,Output7,Output8,Output9,Output10
18,0.49747,0.487354,0.471841,0.452549,0.431631,0.410908,0.391552,0.374158,0.358861,0.345455,0.333509,0.322499,0.311947,0.301541,0.291207
19,0.487354,0.471841,0.452549,0.431631,0.410908,0.391552,0.374158,0.358861,0.345455,0.333509,0.322499,0.311947,0.301541,0.291207,0.281138
20,0.471841,0.452549,0.431631,0.410908,0.391552,0.374158,0.358861,0.345455,0.333509,0.322499,0.311947,0.301541,0.291207,0.281138,0.271826
21,0.452549,0.431631,0.410908,0.391552,0.374158,0.358861,0.345455,0.333509,0.322499,0.311947,0.301541,0.291207,0.281138,0.271826,0.264115
22,0.431631,0.410908,0.391552,0.374158,0.358861,0.345455,0.333509,0.322499,0.311947,0.301541,0.291207,0.281138,0.271826,0.264115,0.259282
23,0.410908,0.391552,0.374158,0.358861,0.345455,0.333509,0.322499,0.311947,0.301541,0.291207,0.281138,0.271826,0.264115,0.259282,0.258998
24,0.391552,0.374158,0.358861,0.345455,0.333509,0.322499,0.311947,0.301541,0.291207,0.281138,0.271826,0.264115,0.259282,0.258998,0.264951
25,0.374158,0.358861,0.345455,0.333509,0.322499,0.311947,0.301541,0.291207,0.281138,0.271826,0.264115,0.259282,0.258998,0.264951,0.278059
26,0.358861,0.345455,0.333509,0.322499,0.311947,0.301541,0.291207,0.281138,0.271826,0.264115,0.259282,0.258998,0.264951,0.278059,0.297703
27,0.345455,0.333509,0.322499,0.311947,0.301541,0.291207,0.281138,0.271826,0.264115,0.259282,0.258998,0.264951,0.278059,0.297703,0.321793
28,0.333509,0.322499,0.311947,0.301541,0.291207,0.281138,0.271826,0.264115,0.259282,0.258998,0.264951,0.278059,0.297703,0.321793,0.34772
29,0.322499,0.311947,0.301541,0.291207,0.281138,0.271826,0.264115,0.259282,0.258998,0.264951,0.278059,0.297703,0.321793,0.34772,0.373313
30,0.311947,0.301541,0.291207,0.281138,0.271826,0.264115,0.259282,0.258998,0.264951,0.278059,0.297703,0.321793,0.34772,0.373313,0.397195
31,0.301541,0.291207,0.281138,0.271826,0.264115,0.259282,0.258998,0.264951,0.278059,0.297703,0.321793,0.34772,0.373313,0.397195,0.418666
32,0.291207,0.281138,0.271826,0.264115,0.259282,0.258998,0.264951,0.278059,0.297703,0.321793,0.34772,0.373313,0.397195,0.418666,0.437442
33,0.281138,0.271826,0.264115,0.259282,0.258998,0.264951,0.278059,0.297703,0.321793,0.34772,0.373313,0.397195,0.418666,0.437442,0.453452
34,0.271826,0.264115,0.259282,0.258998,0.264951,0.278059,0.297703,0.321793,0.34772,0.373313,0.397195,0.418666,0.437442,0.453452,0.466704
35,0.264115,0.259282,0.258998,0.264951,0.278059,0.297703,0.321793,0.34772,0.373313,0.397195,0.418666,0.437442,0.453452,0.466704,0.477269
36,0.259282,0.258998,0.264951,0.278059,0.297703,0.321793,0.34772,0.373313,0.397195,0.418666,0.437442,0.453452,0.466704,0.477269,0.48527
37,0.258998,0.264951,0.278059,0.297703,0.321793,0.34772,0.373313,0.397195,0.418666,0.437442,0.453452,0.466704,0.477269,0.48527,0.490931
38,0.264951,0.278059,0.297703,0.321793,0.34772,0.373313,0.397195,0.418666,0.437442,0.453452,0.466704,0.477269,0.48527,0.490931,0.494616
39,0.278059,0.297703,0.321793,0.34772,0.373313,0.397195,0.418666,0.437442,0.453452,0.466704,0.477269,0.48527,0.490931,0.494616,0.496882
40,0.297703,0.321793,0.34772,0.373313,0.397195,0.418666,0.437442,0.453452,0.466704,0.477269,0.48527,0.490931,0.494616,0.496882,0.498543
41,0.321793,0.34772,0.373313,0.397195,0.418666,0.437442,0.453452,0.466704,0.477269,0.48527,0.490931,0.494616,0.496882,0.498543,0.500649
42,0.34772,0.373313,0.397195,0.418666,0.437442,0.453452,0.466704,0.477269,0.48527,0.490931,0.494616,0.496882,0.498543,0.500649,0.504333
43,0.373313,0.397195,0.418666,0.437442,0.453452,0.466704,0.477269,0.48527,0.490931,0.494616,0.496882,0.498543,0.500649,0.504333,0.510453
44,0.397195,0.418666,0.437442,0.453452,0.466704,0.477269,0.48527,0.490931,0.494616,0.496882,0.498543,0.500649,0.504333,0.510453,0.519033
45,0.418666,0.437442,0.453452,0.466704,0.477269,0.48527,0.490931,0.494616,0.496882,0.498543,0.500649,0.504333,0.510453,0.519033,0.528807
46,0.437442,0.453452,0.466704,0.477269,0.48527,0.490931,0.494616,0.496882,0.498543,0.500649,0.504333,0.510453,0.519033,0.528807,0.537189
47,0.453452,0.466704,0.477269,0.48527,0.490931,0.494616,0.496882,0.498543,0.500649,0.504333,0.510453,0.519033,0.528807,0.537189,0.541137
48,0.466704,0.477269,0.48527,0.490931,0.494616,0.496882,0.498543,0.500649,0.504333,0.510453,0.519033,0.528807,0.537189,0.541137,0.538607
49,0.477269,0.48527,0.490931,0.494616,0.496882,0.498543,0.500649,0.504333,0.510453,0.519033,0.528807,0.537189,0.541137,0.538607,0.529305
50,0.48527,0.490931,0.494616,0.496882,0.498543,0.500649,0.504333,0.510453,0.519033,0.528807,0.537189,0.541137,0.538607,0.529305,0.514363
51,0.490931,0.494616,0.496882,0.498543,0.500649,0.504333,0.510453,0.519033,0.528807,0.537189,0.541137,0.538607,0.529305,0.514363,0.495476
52,0.494616,0.496882,0.498543,0.500649,0.504333,0.510453,0.519033,0.528807,0.537189,0.541137,0.538607,0.529305,0.514363,0.495476,0.474324
53,0.496882,0.498543,0.500649,0.504333,0.510453,0.519033,0.528807,0.537189,0.541137,0.538607,0.529305,0.514363,0.495476,0.474324,0.452276
54,0.498543,0.500649,0.504333,0.510453,0.519033,0.528807,0.537189,0.541137,0.538607,0.529305,0.514363,0.495476,0.474324,0.452276,0.430351
55,0.500649,0.504333,0.510453,0.519033,0.528807,0.537189,0.541137,0.538607,0.529305,0.514363,0.495476,0.474324,0.452276,0.430351,0.409255
56,0.504333,0.510453,0.519033,0.528807,0.537189,0.541137,0.538607,0.529305,0.514363,0.495476,0.474324,0.452276,0.430351,0.409255,0.389411
57,0.510453,0.519033,0.528807,0.537189,0.541137,0.538607,0.529305,0.514363,0.495476,0.474324,0.452276,0.430351,0.409255,0.389411,0.37097
58,0.519033,0.528807,0.537189,0.541137,0.538607,0.529305,0.514363,0.495476,0.474324,0.452276,0.430351,0.409255,0.389411,0.37097,0.353804
59,0.528807,0.537189,0.541137,0.538607,0.529305,0.514363,0.495476,0.474324,0.452276,0.430351,0.409255,0.389411,0.37097,0.353804,0.337519
60,0.537189,0.541137,0.538607,0.529305,0.514363,0.495476,0.474324,0.452276,0.430351,0.409255,0.389411,0.37097,0.353804,0.337519,0.321554
61,0.541137,0.538607,0.529305,0.514363,0.495476,0.474324,0.452276,0.430351,0.409255,0.389411,0.37097,0.353804,0.337519,0.321554,0.305411
62,0.538607,0.529305,0.514363,0.495476,0.474324,0.452276,0.430351,0.409255,0.389411,0.37097,0.353804,0.337519,0.321554,0.305411,0.288932
63,0.529305,0.514363,0.495476,0.474324,0.452276,0.430351,0.409255,0.389411,0.37097,0.353804,0.337519,0.321554,0.305411,0.288932,0.272422
64,0.514363,0.495476,0.474324,0.452276,0.430351,0.409255,0.389411,0.37097,0.353804,0.337519,0.321554,0.305411,0.288932,0.272422,0.256558
65,0.495476,0.474324,0.452276,0.430351,0.409255,0.389411,0.37097,0.353804,0.337519,0.321554,0.305411,0.288932,0.272422,0.256558,0.242189
66,0.474324,0.452276,0.430351,0.409255,0.389411,0.37097,0.353804,0.337519,0.321554,0.305411,0.288932,0.272422,0.256558,0.242189,0.230244
67,0.452276,0.430351,0.409255,0.389411,0.37097,0.353804,0.337519,0.321554,0.305411,0.288932,0.272422,0.256558,0.242189,0.230244,0.221773
68,0.430351,0.409255,0.389411,0.37097,0.353804,0.337519,0.321554,0.305411,0.288932,0.272422,0.256558,0.242189,0.230244,0.221773,0.218001
69,0.409255,0.389411,0.37097,0.353804,0.337519,0.321554,0.305411,0.288932,0.272422,0.256558,0.242189,0.230244,0.221773,0.218001,0.220271
70,0.389411,0.37097,0.353804,0.337519,0.321554,0.305411,0.288932,0.272422,0.256558,0.242189,0.230244,0.221773,0.218001,0.220271,0.229693
71,0.37097,0.353804,0.337519,0.321554,0.305411,0.288932,0.272422,0.256558,0.242189,0.230244,0.221773,0.218001,0.220271,0.229693,0.246529
72,0.353804,0.337519,0.321554,0.305411,0.288932,0.272422,0.256558,0.242189,0.230244,0.221773,0.218001,0.220271,0.229693,0.246529,0.269703
73,0.337519,0.321554,0.305411,0.288932,0.272422,0.256558,0.242189,0.230244,0.221773,0.218001,0.220271,0.229693,0.246529,0.269703,0.29697
74,0.321554,0.305411,0.288932,0.272422,0.256558,0.242189,0.230244,0.221773,0.218001,0.220271,0.229693,0.246529,0.269703,0.29697,0.32571
75,0.305411,0.288932,0.272422,0.256558,0.242189,0.230244,0.221773,0.218001,0.220271,0.229693,0.246529,0.269703,0.29697,0.32571,0.353706
76,0.288932,0.272422,0.256558,0.242189,0.230244,0.221773,0.218001,0.220271,0.229693,0.246529,0.269703,0.29697,0.32571,0.353706,0.379443
77,0.272422,0.256558,0.242189,0.230244,0.221773,0.218001,0.220271,0.229693,0.246529,0.269703,0.29697,0.32571,0.353706,0.379443,0.402014
78,0.256558,0.242189,0.230244,0.221773,0.218001,0.220271,0.229693,0.246529,0.269703,0.29697,0.32571,0.353706,0.379443,0.402014,0.420902
79,0.242189,0.230244,0.221773,0.218001,0.220271,0.229693,0.246529,0.269703,0.29697,0.32571,0.353706,0.379443,0.402014,0.420902,0.435838
80,0.230244,0.221773,0.218001,0.220271,0.229693,0.246529,0.269703,0.29697,0.32571,0.353706,0.379443,0.402014,0.420902,0.435838,0.446775
81,0.221773,0.218001,0.220271,0.229693,0.246529,0.269703,0.29697,0.32571,0.353706,0.379443,0.402014,0.420902,0.435838,0.446775,0.453907
82,0.218001,0.220271,0.229693,0.246529,0.269703,0.29697,0.32571,0.353706,0.379443,0.402014,0.420902,0.435838,0.446775,0.453907,0.457665
83,0.220271,0.229693,0.246529,0.269703,0.29697,0.32571,0.353706,0.379443,0.402014,0.420902,0.435838,0.446775,0.453907,0.457665,0.458677
84,0.229693,0.246529,0.269703,0.29697,0.32571,0.353706,0.379443,0.402014,0.420902,0.435838,0.446775,0.453907,0.457665,0.458677,0.457747
85,0.246529,0.269703,0.29697,0.32571,0.353706,0.379443,0.402014,0.420902,0.435838,0.446775,0.453907,0.457665,0.458677,0.457747,0.455831
86,0.269703,0.29697,0.32571,0.353706,0.379443,0.402014,0.420902,0.435838,0.446775,0.453907,0.457665,0.458677,0.457747,0.455831,0.454062
87,0.29697,0.32571,0.353706,0.379443,0.402014,0.420902,0.435838,0.446775,0.453907,0.457665,0.458677,0.457747,0.455831,0.454062,0.45369
88,0.32571,0.353706,0.379443,0.402014,0.420902,0.435838,0.446775,0.453907,0.457665,0.458677,0.457747,0.455831,0.454062,0.45369,0.455948
89,0.353706,0.379443,0.402014,0.420902,0.435838,0.446775,0.453907,0.457665,0.458677,0.457747,0.455831,0.454062,0.45369,0.455948,0.461769
90,0.379443,0.402014,0.420902,0.435838,0.446775,0.453907,0.457665,0.458677,0.457747,0.455831,0.454062,0.45369,0.455948,0.461769,0.471383
91,0.402014,0.420902,0.435838,0.446775,0.453907,0.457665,0.458677,0.457747,0.455831,0.454062,0.45369,0.455948,0.461769,0.471383,0.48392
92,0.420902,0.435838,0.446775,0.453907,0.457665,0.458677,0.457747,0.455831,0.454062,0.45369,0.455948,0.461769,0.471383,0.48392,0.497167
93,0.435838,0.446775,0.453907,0.457665,0.458677,0.457747,0.455831,0.454062,0.45369,0.455948,0.461769,0.471383,0.48392,0.497167,0.507953
94,0.446775,0.453907,0.457665,0.458677,0.457747,0.455831,0.454062,0.45369,0.455948,0.461769,0.471383,0.48392,0.497167,0.507953,0.513441
95,0.453907,0.457665,0.458677,0.457747,0.455831,0.454062,0.45369,0.455948,0.461769,0.471383,0.48392,0.497167,0.507953,0.513441,0.51246
96,0.457665,0.458677,0.457747,0.455831,0.454062,0.45369,0.455948,0.461769,0.471383,0.48392,0.497167,0.507953,0.513441,0.51246,0.505657
97,0.458677,0.457747,0.455831,0.454062,0.45369,0.455948,0.461769,0.471383,0.48392,0.497167,0.507953,0.513441,0.51246,0.505657,0.494724
98,0.457747,0.455831,0.454062,0.45369,0.455948,0.461769,0.471383,0.48392,0.497167,0.507953,0.513441,0.51246,0.505657,0.494724,0.481546
99,0.455831,0.454062,0.45369,0.455948,0.461769,0.471383,0.48392,0.497167,0.507953,0.513441,0.51246,0.505657,0.494724,0.481546,0.46772
100,0.454062,0.45369,0.455948,0.461769,0.471383,0.48392,0.497167,0.507953,0.513441,0.51246,0.505657,0.494724,0.481546,0.46772,0.45446
101,0.45369,0.455948,0.461769,0.471383,0.48392,0.497167,0.507953,0.513441,0.51246,0.505657,0.494724,0.481546,0.46772,0.45446,0.44255
102,0.455948,0.461769,0.471383,0.48392,0.497167,0.507953,0.513441,0.51246,0.505657,0.494724,0.481546,0.46772,0.45446,0.44255,0.43237
103,0.461769,0.471383,0.48392,0.497167,0.507953,0.513441,0.51246,0.505657,0.494724,0.481546,0.46772,0.45446,0.44255,0.43237,0.423878
104,0.471383,0.48392,0.497167,0.507953,0.513441,0.51246,0.505657,0.494724,0.481546,0.46772,0.45446,0.44255,0.43237,0.423878,0.416579
105,0.48392,0.497167,0.507953,0.513441,0.51246,0.505657,0.494724,0.481546,0.46772,0.45446,0.44255,0.43237,0.423878,0.416579,0.409545
106,0.497167,0.507953,0.513441,0.51246,0.505657,0.494724,0.481546,0.46772,0.45446,0.44255,0.43237,0.423878,0.416579,0.409545,0.401556
107,0.507953,0.513441,0.51246,0.505657,0.494724,0.481546,0.46772,0.45446,0.44255,0.43237,0.423878,0.416579,0.409545,0.401556,0.391402
108,0.513441,0.51246,0.505657,0.494724,0.481546,0.46772,0.45446,0.44255,0.43237,0.423878,0.416579,0.409545,0.401556,0.391402,0.378352
109,0.51246,0.505657,0.494724,0.481546,0.46772,0.45446,0.44255,0.43237,0.423878,0.416579,0.409545,0.401556,0.391402,0.378352,0.362576
110,0.505657,0.494724,0.481546,0.46772,0.45446,0.44255,0.43237,0.423878,0.416579,0.409545,0.401556,0.391402,0.378352,0.362576,0.34514
111,0.494724,0.481546,0.46772,0.45446,0.44255,0.43237,0.423878,0.416579,0.409545,0.401556,0.391402,0.378352,0.362576,0.34514,0.327552
112,0.481546,0.46772,0.45446,0.44255,0.43237,0.423878,0.416579,0.409545,0.401556,0.391402,0.378352,0.362576,0.34514,0.327552,0.311293
113,0.46772,0.45446,0.44255,0.43237,0.423878,0.416579,0.409545,0.401556,0.391402,0.378352,0.362576,0.34514,0.327552,0.311293,0.297624
114,0.45446,0.44255,0.43237,0.423878,0.416579,0.409545,0.401556,0.391402,0.378352,0.362576,0.34514,0.327552,0.311293,0.297624,0.28758
115,0.44255,0.43237,0.423878,0.416579,0.409545,0.401556,0.391402,0.378352,0.362576,0.34514,0.327552,0.311293,0.297624,0.28758,0.281957
116,0.43237,0.423878,0.416579,0.409545,0.401556,0.391402,0.378352,0.362576,0.34514,0.327552,0.311293,0.297624,0.28758,0.281957,0.281206
117,0.423878,0.416579,0.409545,0.401556,0.391402,0.378352,0.362576,0.34514,0.327552,0.311293,0.297624,0.28758,0.281957,0.281206,0.285302
118,0.416579,0.409545,0.401556,0.391402,0.378352,0.362576,0.34514,0.327552,0.311293,0.297624,0.28758,0.281957,0.281206,0.285302,0.293702
119,0.409545,0.401556,0.391402,0.378352,0.362576,0.34514,0.327552,0.311293,0.297624,0.28758,0.281957,0.281206,0.285302,0.293702,0.305478
120,0.401556,0.391402,0.378352,0.362576,0.34514,0.327552,0.311293,0.297624,0.28758,0.281957,0.281206,0.285302,0.293702,0.305478,0.319594
121,0.391402,0.378352,0.362576,0.34514,0.327552,0.311293,0.297624,0.28758,0.281957,0.281206,0.285302,0.293702,0.305478,0.319594,0.335175
122,0.378352,0.362576,0.34514,0.327552,0.311293,0.297624,0.28758,0.281957,0.281206,0.285302,0.293702,0.305478,0.319594,0.335175,0.351699
123,0.362576,0.34514,0.327552,0.311293,0.297624,0.28758,0.281957,0.281206,0.285302,0.293702,0.305478,0.319594,0.335175,0.351699,0.369031
124,0.34514,0.327552,0.311293,0.297624,0.28758,0.281957,0.281206,0.285302,0.293702,0.305478,0.319594,0.335175,0.351699,0.369031,0.387287
125,0.327552,0.311293,0.297624,0.28758,0.281957,0.281206,0.285302,0.293702,0.305478,0.319594,0.335175,0.351699,0.369031,0.387287,0.406473
126,0.311293,0.297624,0.28758,0.281957,0.281206,0.285302,0.293702,0.305478,0.319594,0.335175,0.351699,0.369031,0.387287,0.406473,0.42605
127,0.297624,0.28758,0.281957,0.281206,0.285302,0.293702,0.305478,0.319594,0.335175,0.351699,0.369031,0.387287,0.406473,0.42605,0.444859
128,0.28758,0.281957,0.281206,0.285302,0.293702,0.305478,0.319594,0.335175,0.351699,0.369031,0.387287,0.406473,0.42605,0.444859,0.461609
129,0.281957,0.281206,0.285302,0.293702,0.305478,0.319594,0.335175,0.351699,0.369031,0.387287,0.406473,0.42605,0.444859,0.461609,0.475453
130,0.281206,0.285302,0.293702,0.305478,0.319594,0.335175,0.351699,0.369031,0.387287,0.406473,0.42605,0.444859,0.461609,0.475453,0.486226
131,0.285302,0.293702,0.305478,0.319594,0.335175,0.351699,0.369031,0.387287,0.406473,0.42605,0.444859,0.461609,0.475453,0.486226,0.49433
132,0.293702,0.305478,0.319594,0.335175,0.351699,0.369031,0.387287,0.406473,0.42605,0.444859,0.461609,0.475453,0.486226,0.49433,0.50051
133,0.305478,0.319594,0.335175,0.351699,0.369031,0.387287,0.406473,0.42605,0.444859,0.461609,0.475453,0.486226,0.49433,0.50051,0.50567
134,0.319594,0.335175,0.351699,0.369031,0.387287,0.406473,0.42605,0.444859,0.461609,0.475453,0.486226,0.49433,0.50051,0.50567,0.510699
135,0.335175,0.351699,0.369031,0.387287,0.406473,0.42605,0.444859,0.461609,0.475453,0.486226,0.49433,0.50051,0.50567,0.510699,0.516309
136,0.351699,0.369031,0.387287,0.406473,0.42605,0.444859,0.461609,0.475453,0.486226,0.49433,0.50051,0.50567,0.510699,0.516309,0.522917
137,0.369031,0.387287,0.406473,0.42605,0.444859,0.461609,0.475453,0.486226,0.49433,0.50051,0.50567,0.510699,0.516309,0.522917,0.530555
138,0.387287,0.406473,0.42605,0.444859,0.461609,0.475453,0.486226,0.49433,0.50051,0.50567,0.510699,0.516309,0.522917,0.530555,0.538832
139,0.406473,0.42605,0.444859,0.461609,0.475453,0.486226,0.49433,0.50051,0.50567,0.510699,0.516309,0.522917,0.530555,0.538832,0.546967
140,0.42605,0.444859,0.461609,0.475453,0.486226,0.49433,0.50051,0.50567,0.510699,0.516309,0.522917,0.530555,0.538832,0.546967,0.553783
141,0.444859,0.461609,0.475453,0.486226,0.49433,0.50051,0.50567,0.510699,0.516309,0.522917,0.530555,0.538832,0.546967,0.553783,0.557753
142,0.461609,0.475453,0.486226,0.49433,0.50051,0.50567,0.510699,0.516309,0.522917,0.530555,0.538832,0.546967,0.553783,0.557753,0.557113
143,0.475453,0.486226,0.49433,0.50051,0.50567,0.510699,0.516309,0.522917,0.530555,0.538832,0.546967,0.553783,0.557753,0.557113,0.550397
144,0.486226,0.49433,0.50051,0.50567,0.510699,0.516309,0.522917,0.530555,0.538832,0.546967,0.553783,0.557753,0.557113,0.550397,0.537202
145,0.49433,0.50051,0.50567,0.510699,0.516309,0.522917,0.530555,0.538832,0.546967,0.553783,0.557753,0.557113,0.550397,0.537202,0.518536
146,0.50051,0.50567,0.510699,0.516309,0.522917,0.530555,0.538832,0.546967,0.553783,0.557753,0.557113,0.550397,0.537202,0.518536,0.496237
147,0.50567,0.510699,0.516309,0.522917,0.530555,0.538832,0.546967,0.553783,0.557753,0.557113,0.550397,0.537202,0.518536,0.496237,0.472135
148,0.510699,0.516309,0.522917,0.530555,0.538832,0.546967,0.553783,0.557753,0.557113,0.550397,0.537202,0.518536,0.496237,0.472135,0.447618
149,0.516309,0.522917,0.530555,0.538832,0.546967,0.553783,0.557753,0.557113,0.550397,0.537202,0.518536,0.496237,0.472135,0.447618,0.423562
150,0.522917,0.530555,0.538832,0.546967,0.553783,0.557753,0.557113,0.550397,0.537202,0.518536,0.496237,0.472135,0.447618,0.423562,0.400401
151,0.530555,0.538832,0.546967,0.553783,0.557753,0.557113,0.550397,0.537202,0.518536,0.496237,0.472135,0.447618,0.423562,0.400401,0.378251
152,0.538832,0.546967,0.553783,0.557753,0.557113,0.550397,0.537202,0.518536,0.496237,0.472135,0.447618,0.423562,0.400401,0.378251,0.35702
153,0.546967,0.553783,0.557753,0.557113,0.550397,0.537202,0.518536,0.496237,0.472135,0.447618,0.423562,0.400401,0.378251,0.35702,0.336531
154,0.553783,0.557753,0.557113,0.550397,0.537202,0.518536,0.496237,0.472135,0.447618,0.423562,0.400401,0.378251,0.35702,0.336531,0.316628
155,0.557753,0.557113,0.550397,0.537202,0.518536,0.496237,0.472135,0.447618,0.423562,0.400401,0.378251,0.35702,0.336531,0.316628,0.297254
156,0.557113,0.550397,0.537202,0.518536,0.496237,0.472135,0.447618,0.423562,0.400401,0.378251,0.35702,0.336531,0.316628,0.297254,0.27848
157,0.550397,0.537202,0.518536,0.496237,0.472135,0.447618,0.423562,0.400401,0.378251,0.35702,0.336531,0.316628,0.297254,0.27848,0.260497
158,0.537202,0.518536,0.496237,0.472135,0.447618,0.423562,0.400401,0.378251,0.35702,0.336531,0.316628,0.297254,0.27848,0.260497,0.243587
159,0.518536,0.496237,0.472135,0.447618,0.423562,0.400401,0.378251,0.35702,0.336531,0.316628,0.297254,0.27848,0.260497,0.243587,0.228135
160,0.496237,0.472135,0.447618,0.423562,0.400401,0.378251,0.35702,0.336531,0.316628,0.297254,0.27848,0.260497,0.243587,0.228135,0.214661
161,0.472135,0.447618,0.423562,0.400401,0.378251,0.35702,0.336531,0.316628,0.297254,0.27848,0.260497,0.243587,0.228135,0.214661,0.203898
162,0.447618,0.423562,0.400401,0.378251,0.35702,0.336531,0.316628,0.297254,0.27848,0.260497,0.243587,0.228135,0.214661,0.203898,0.196882
163,0.423562,0.400401,0.378251,0.35702,0.336531,0.316628,0.297254,0.27848,0.260497,0.243587,0.228135,0.214661,0.203898,0.196882,0.194991
164,0.400401,0.378251,0.35702,0.336531,0.316628,0.297254,0.27848,0.260497,0.243587,0.228135,0.214661,0.203898,0.196882,0.194991,0.199801
165,0.378251,0.35702,0.336531,0.316628,0.297254,0.27848,0.260497,0.243587,0.228135,0.214661,0.203898,0.196882,0.194991,0.199801,0.212544
166,0.35702,0.336531,0.316628,0.297254,0.27848,0.260497,0.243587,0.228135,0.214661,0.203898,0.196882,0.194991,0.199801,0.212544,0.233284
167,0.336531,0.316628,0.297254,0.27848,0.260497,0.243587,0.228135,0.214661,0.203898,0.196882,0.194991,0.199801,0.212544,0.233284,0.260388
168,0.316628,0.297254,0.27848,0.260497,0.243587,0.228135,0.214661,0.203898,0.196882,0.194991,0.199801,0.212544,0.233284,0.260388,0.290948
169,0.297254,0.27848,0.260497,0.243587,0.228135,0.214661,0.203898,0.196882,0.194991,0.199801,0.212544,0.233284,0.260388,0.290948,0.321844
170,0.27848,0.260497,0.243587,0.228135,0.214661,0.203898,0.196882,0.194991,0.199801,0.212544,0.233284,0.260388,0.290948,0.321844,0.350596
171,0.260497,0.243587,0.228135,0.214661,0.203898,0.196882,0.194991,0.199801,0.212544,0.233284,0.260388,0.290948,0.321844,0.350596,0.375627
172,0.243587,0.228135,0.214661,0.203898,0.196882,0.194991,0.199801,0.212544,0.233284,0.260388,0.290948,0.321844,0.350596,0.375627,0.396159
173,0.228135,0.214661,0.203898,0.196882,0.194991,0.199801,0.212544,0.233284,0.260388,0.290948,0.321844,0.350596,0.375627,0.396159,0.411983
174,0.214661,0.203898,0.196882,0.194991,0.199801,0.212544,0.233284,0.260388,0.290948,0.321844,0.350596,0.375627,0.396159,0.411983,0.423259
175,0.203898,0.196882,0.194991,0.199801,0.212544,0.233284,0.260388,0.290948,0.321844,0.350596,0.375627,0.396159,0.411983,0.423259,0.430378
176,0.196882,0.194991,0.199801,0.212544,0.233284,0.260388,0.290948,0.321844,0.350596,0.375627,0.396159,0.411983,0.423259,0.430378,0.43387
177,0.194991,0.199801,0.212544,0.233284,0.260388,0.290948,0.321844,0.350596,0.375627,0.396159,0.411983,0.423259,0.430378,0.43387,0.434354
178,0.199801,0.212544,0.233284,0.260388,0.290948,0.321844,0.350596,0.375627,0.396159,0.411983,0.423259,0.430378,0.43387,0.434354,0.432555
179,0.212544,0.233284,0.260388,0.290948,0.321844,0.350596,0.375627,0.396159,0.411983,0.423259,0.430378,0.43387,0.434354,0.432555,0.429304
