,Input1,Input2,Input3,Input4,Input5,Output1,Output2,Output3,Output4,Output5,Output6,Output7,Output8,Output9,Output10
61,0.167969,0.078125,0.0585938,0.0820312,0.183594,0.5,0.585938,0.246094,0.09375,0.0625,0.0664062,0.128906,0.359375,0.648438,0.371094
62,0.078125,0.0585938,0.0820312,0.183594,0.5,0.585938,0.246094,0.09375,0.0625,0.0664062,0.128906,0.359375,0.648438,0.371094,0.128906
63,0.0585938,0.0820312,0.183594,0.5,0.585938,0.246094,0.09375,0.0625,0.0664062,0.128906,0.359375,0.648438,0.371094,0.128906,0.0625
64,0.0820312,0.183594,0.5,0.585938,0.246094,0.09375,0.0625,0.0664062,0.128906,0.359375,0.648438,0.371094,0.128906,0.0625,0.0546875
65,0.183594,0.5,0.585938,0.246094,0.09375,0.0625,0.0664062,0.128906,0.359375,0.648438,0.371094,0.128906,0.0625,0.0546875,0.0859375
66,0.5,0.585938,0.246094,0.09375,0.0625,0.0664062,0.128906,0.359375,0.648438,0.371094,0.128906,0.0625,0.0546875,0.0859375,0.226562
67,0.585938,0.246094,0.09375,0.0625,0.0664062,0.128906,0.359375,0.648438,0.371094,0.128906,0.0625,0.0546875,0.0859375,0.226562,0.582031
68,0.246094,0.09375,0.0625,0.0664062,0.128906,0.359375,0.648438,0.371094,0.128906,0.0625,0.0546875,0.0859375,0.226562,0.582031,0.535156
69,0.09375,0.0625,0.0664062,0.128906,0.359375,0.648438,0.371094,0.128906,0.0625,0.0546875,0.0859375,0.226562,0.582031,0.535156,0.195312
70,0.0625,0.0664062,0.128906,0.359375,0.648438,0.371094,0.128906,0.0625,0.0546875,0.0859375,0.226562,0.582031,0.535156,0.195312,0.078125
71,0.0664062,0.128906,0.359375,0.648438,0.371094,0.128906,0.0625,0.0546875,0.0859375,0.226562,0.582031,0.535156,0.195312,0.078125,0.0585938
72,0.128906,0.359375,0.648438,0.371094,0.128906,0.0625,0.0546875,0.0859375,0.226562,0.582031,0.535156,0.195312,0.078125,0.0585938,0.0625
73,0.359375,0.648438,0.371094,0.128906,0.0625,0.0546875,0.0859375,0.226562,0.582031,0.535156,0.195312,0.078125,0.0585938,0.0625,0.136719
74,0.648438,0.371094,0.128906,0.0625,0.0546875,0.0859375,0.226562,0.582031,0.535156,0.195312,0.078125,0.0585938,0.0625,0.136719,0.414062
75,0.371094,0.128906,0.0625,0.0546875,0.0859375,0.226562,0.582031,0.535156,0.195312,0.078125,0.0585938,0.0625,0.136719,0.414062,0.660156
76,0.128906,0.0625,0.0546875,0.0859375,0.226562,0.582031,0.535156,0.195312,0.078125,0.0585938,0.0625,0.136719,0.414062,0.660156,0.320312
77,0.0625,0.0546875,0.0859375,0.226562,0.582031,0.535156,0.195312,0.078125,0.0585938,0.0625,0.136719,0.414062,0.660156,0.320312,0.109375
78,0.0546875,0.0859375,0.226562,0.582031,0.535156,0.195312,0.078125,0.0585938,0.0625,0.136719,0.414062,0.660156,0.320312,0.109375,0.0585938
79,0.0859375,0.226562,0.582031,0.535156,0.195312,0.078125,0.0585938,0.0625,0.136719,0.414062,0.660156,0.320312,0.109375,0.0585938,0.0546875
80,0.226562,0.582031,0.535156,0.195312,0.078125,0.0585938,0.0625,0.136719,0.414062,0.660156,0.320312,0.109375,0.0585938,0.0546875,0.0898438
81,0.582031,0.535156,0.195312,0.078125,0.0585938,0.0625,0.136719,0.414062,0.660156,0.320312,0.109375,0.0585938,0.0546875,0.0898438,0.253906
82,0.535156,0.195312,0.078125,0.0585938,0.0625,0.136719,0.414062,0.660156,0.320312,0.109375,0.0585938,0.0546875,0.0898438,0.253906,0.625
83,0.195312,0.078125,0.0585938,0.0625,0.136719,0.414062,0.660156,0.320312,0.109375,0.0585938,0.0546875,0.0898438,0.253906,0.625,0.519531
84,0.078125,0.0585938,0.0625,0.136719,0.414062,0.660156,0.320312,0.109375,0.0585938,0.0546875,0.0898438,0.253906,0.625,0.519531,0.175781
85,0.0585938,0.0625,0.136719,0.414062,0.660156,0.320312,0.109375,0.0585938,0.0546875,0.0898438,0.253906,0.625,0.519531,0.175781,0.0703125
86,0.0625,0.136719,0.414062,0.660156,0.320312,0.109375,0.0585938,0.0546875,0.0898438,0.253906,0.625,0.519531,0.175781,0.0703125,0.0546875
87,0.136719,0.414062,0.660156,0.320312,0.109375,0.0585938,0.0546875,0.0898438,0.253906,0.625,0.519531,0.175781,0.0703125,0.0546875,0.0625
88,0.414062,0.660156,0.320312,0.109375,0.0585938,0.0546875,0.0898438,0.253906,0.625,0.519531,0.175781,0.0703125,0.0546875,0.0625,0.140625
89,0.660156,0.320312,0.109375,0.0585938,0.0546875,0.0898438,0.253906,0.625,0.519531,0.175781,0.0703125,0.0546875,0.0625,0.140625,0.433594
90,0.320312,0.109375,0.0585938,0.0546875,0.0898438,0.253906,0.625,0.519531,0.175781,0.0703125,0.0546875,0.0625,0.140625,0.433594,0.6875
91,0.109375,0.0585938,0.0546875,0.0898438,0.253906,0.625,0.519531,0.175781,0.0703125,0.0546875,0.0625,0.140625,0.433594,0.6875,0.3125
92,0.0585938,0.0546875,0.0898438,0.253906,0.625,0.519531,0.175781,0.0703125,0.0546875,0.0625,0.140625,0.433594,0.6875,0.3125,0.101562
93,0.0546875,0.0898438,0.253906,0.625,0.519531,0.175781,0.0703125,0.0546875,0.0625,0.140625,0.433594,0.6875,0.3125,0.101562,0.0546875
94,0.0898438,0.253906,0.625,0.519531,0.175781,0.0703125,0.0546875,0.0625,0.140625,0.433594,0.6875,0.3125,0.101562,0.0546875,0.0507812
95,0.253906,0.625,0.519531,0.175781,0.0703125,0.0546875,0.0625,0.140625,0.433594,0.6875,0.3125,0.101562,0.0546875,0.0507812,0.078125
96,0.625,0.519531,0.175781,0.0703125,0.0546875,0.0625,0.140625,0.433594,0.6875,0.3125,0.101562,0.0546875,0.0507812,0.078125,0.234375
97,0.519531,0.175781,0.0703125,0.0546875,0.0625,0.140625,0.433594,0.6875,0.3125,0.101562,0.0546875,0.0507812,0.078125,0.234375,0.636719
98,0.175781,0.0703125,0.0546875,0.0625,0.140625,0.433594,0.6875,0.3125,0.101562,0.0546875,0.0507812,0.078125,0.234375,0.636719,0.546875
99,0.0703125,0.0546875,0.0625,0.140625,0.433594,0.6875,0.3125,0.101562,0.0546875,0.0507812,0.078125,0.234375,0.636719,0.546875,0.175781
100,0.0546875,0.0625,0.140625,0.433594,0.6875,0.3125,0.101562,0.0546875,0.0507812,0.078125,0.234375,0.636719,0.546875,0.175781,0.0703125
101,0.0625,0.140625,0.433594,0.6875,0.3125,0.101562,0.0546875,0.0507812,0.078125,0.234375,0.636719,0.546875,0.175781,0.0703125,0.046875
102,0.140625,0.433594,0.6875,0.3125,0.101562,0.0546875,0.0507812,0.078125,0.234375,0.636719,0.546875,0.175781,0.0703125,0.046875,0.0546875
103,0.433594,0.6875,0.3125,0.101562,0.0546875,0.0507812,0.078125,0.234375,0.636719,0.546875,0.175781,0.0703125,0.046875,0.0546875,0.117188
104,0.6875,0.3125,0.101562,0.0546875,0.0507812,0.078125,0.234375,0.636719,0.546875,0.175781,0.0703125,0.046875,0.0546875,0.117188,0.382812
105,0.3125,0.101562,0.0546875,0.0507812,0.078125,0.234375,0.636719,0.546875,0.175781,0.0703125,0.046875,0.0546875,0.117188,0.382812,0.722656
106,0.101562,0.0546875,0.0507812,0.078125,0.234375,0.636719,0.546875,0.175781,0.0703125,0.046875,0.0546875,0.117188,0.382812,0.722656,0.363281
107,0.0546875,0.0507812,0.078125,0.234375,0.636719,0.546875,0.175781,0.0703125,0.046875,0.0546875,0.117188,0.382812,0.722656,0.363281,0.109375
108,0.0507812,0.078125,0.234375,0.636719,0.546875,0.175781,0.0703125,0.046875,0.0546875,0.117188,0.382812,0.722656,0.363281,0.109375,0.0546875
109,0.078125,0.234375,0.636719,0.546875,0.175781,0.0703125,0.046875,0.0546875,0.117188,0.382812,0.722656,0.363281,0.109375,0.0546875,0.046875
110,0.234375,0.636719,0.546875,0.175781,0.0703125,0.046875,0.0546875,0.117188,0.382812,0.722656,0.363281,0.109375,0.0546875,0.046875,0.0664062
111,0.636719,0.546875,0.175781,0.0703125,0.046875,0.0546875,0.117188,0.382812,0.722656,0.363281,0.109375,0.0546875,0.046875,0.0664062,0.179688
112,0.546875,0.175781,0.0703125,0.046875,0.0546875,0.117188,0.382812,0.722656,0.363281,0.109375,0.0546875,0.046875,0.0664062,0.179688,0.566406
113,0.175781,0.0703125,0.046875,0.0546875,0.117188,0.382812,0.722656,0.363281,0.109375,0.0546875,0.046875,0.0664062,0.179688,0.566406,0.652344
114,0.0703125,0.046875,0.0546875,0.117188,0.382812,0.722656,0.363281,0.109375,0.0546875,0.046875,0.0664062,0.179688,0.566406,0.652344,0.226562
115,0.046875,0.0546875,0.117188,0.382812,0.722656,0.363281,0.109375,0.0546875,0.046875,0.0664062,0.179688,0.566406,0.652344,0.226562,0.0742188
116,0.0546875,0.117188,0.382812,0.722656,0.363281,0.109375,0.0546875,0.046875,0.0664062,0.179688,0.566406,0.652344,0.226562,0.0742188,0.0429688
117,0.117188,0.382812,0.722656,0.363281,0.109375,0.0546875,0.046875,0.0664062,0.179688,0.566406,0.652344,0.226562,0.0742188,0.0429688,0.046875
118,0.382812,0.722656,0.363281,0.109375,0.0546875,0.046875,0.0664062,0.179688,0.566406,0.652344,0.226562,0.0742188,0.0429688,0.046875,0.0820312
119,0.722656,0.363281,0.109375,0.0546875,0.046875,0.0664062,0.179688,0.566406,0.652344,0.226562,0.0742188,0.0429688,0.046875,0.0820312,0.265625
120,0.363281,0.109375,0.0546875,0.046875,0.0664062,0.179688,0.566406,0.652344,0.226562,0.0742188,0.0429688,0.046875,0.0820312,0.265625,0.714844
121,0.109375,0.0546875,0.046875,0.0664062,0.179688,0.566406,0.652344,0.226562,0.0742188,0.0429688,0.046875,0.0820312,0.265625,0.714844,0.515625
122,0.0546875,0.046875,0.0664062,0.179688,0.566406,0.652344,0.226562,0.0742188,0.0429688,0.046875,0.0820312,0.265625,0.714844,0.515625,0.148438
123,0.046875,0.0664062,0.179688,0.566406,0.652344,0.226562,0.0742188,0.0429688,0.046875,0.0820312,0.265625,0.714844,0.515625,0.148438,0.0585938
124,0.0664062,0.179688,0.566406,0.652344,0.226562,0.0742188,0.0429688,0.046875,0.0820312,0.265625,0.714844,0.515625,0.148438,0.0585938,0.0429688
125,0.179688,0.566406,0.652344,0.226562,0.0742188,0.0429688,0.046875,0.0820312,0.265625,0.714844,0.515625,0.148438,0.0585938,0.0429688,0.0507812
126,0.566406,0.652344,0.226562,0.0742188,0.0429688,0.046875,0.0820312,0.265625,0.714844,0.515625,0.148438,0.0585938,0.0429688,0.0507812,0.101562
127,0.652344,0.226562,0.0742188,0.0429688,0.046875,0.0820312,0.265625,0.714844,0.515625,0.148438,0.0585938,0.0429688,0.0507812,0.101562,0.363281
128,0.226562,0.0742188,0.0429688,0.046875,0.0820312,0.265625,0.714844,0.515625,0.148438,0.0585938,0.0429688,0.0507812,0.101562,0.363281,0.789062
129,0.0742188,0.0429688,0.046875,0.0820312,0.265625,0.714844,0.515625,0.148438,0.0585938,0.0429688,0.0507812,0.101562,0.363281,0.789062,0.390625
130,0.0429688,0.046875,0.0820312,0.265625,0.714844,0.515625,0.148438,0.0585938,0.0429688,0.0507812,0.101562,0.363281,0.789062,0.390625,0.105469
131,0.046875,0.0820312,0.265625,0.714844,0.515625,0.148438,0.0585938,0.0429688,0.0507812,0.101562,0.363281,0.789062,0.390625,0.105469,0.046875
132,0.0820312,0.265625,0.714844,0.515625,0.148438,0.0585938,0.0429688,0.0507812,0.101562,0.363281,0.789062,0.390625,0.105469,0.046875,0.0390625
133,0.265625,0.714844,0.515625,0.148438,0.0585938,0.0429688,0.0507812,0.101562,0.363281,0.789062,0.390625,0.105469,0.046875,0.0390625,0.0507812
134,0.714844,0.515625,0.148438,0.0585938,0.0429688,0.0507812,0.101562,0.363281,0.789062,0.390625,0.105469,0.046875,0.0390625,0.0507812,0.117188
135,0.515625,0.148438,0.0585938,0.0429688,0.0507812,0.101562,0.363281,0.789062,0.390625,0.105469,0.046875,0.0390625,0.0507812,0.117188,0.445312
136,0.148438,0.0585938,0.0429688,0.0507812,0.101562,0.363281,0.789062,0.390625,0.105469,0.046875,0.0390625,0.0507812,0.117188,0.445312,0.804688
137,0.0585938,0.0429688,0.0507812,0.101562,0.363281,0.789062,0.390625,0.105469,0.046875,0.0390625,0.0507812,0.117188,0.445312,0.804688,0.320312
138,0.0429688,0.0507812,0.101562,0.363281,0.789062,0.390625,0.105469,0.046875,0.0390625,0.0507812,0.117188,0.445312,0.804688,0.320312,0.0820312
139,0.0507812,0.101562,0.363281,0.789062,0.390625,0.105469,0.046875,0.0390625,0.0507812,0.117188,0.445312,0.804688,0.320312,0.0820312,0.0429688
140,0.101562,0.363281,0.789062,0.390625,0.105469,0.046875,0.0390625,0.0507812,0.117188,0.445312,0.804688,0.320312,0.0820312,0.0429688,0.0351562
141,0.363281,0.789062,0.390625,0.105469,0.046875,0.0390625,0.0507812,0.117188,0.445312,0.804688,0.320312,0.0820312,0.0429688,0.0351562,0.0390625
142,0.789062,0.390625,0.105469,0.046875,0.0390625,0.0507812,0.117188,0.445312,0.804688,0.320312,0.0820312,0.0429688,0.0351562,0.0390625,0.117188
143,0.390625,0.105469,0.046875,0.0390625,0.0507812,0.117188,0.445312,0.804688,0.320312,0.0820312,0.0429688,0.0351562,0.0390625,0.117188,0.46875
144,0.105469,0.046875,0.0390625,0.0507812,0.117188,0.445312,0.804688,0.320312,0.0820312,0.0429688,0.0351562,0.0390625,0.117188,0.46875,0.839844
145,0.046875,0.0390625,0.0507812,0.117188,0.445312,0.804688,0.320312,0.0820312,0.0429688,0.0351562,0.0390625,0.117188,0.46875,0.839844,0.300781
146,0.0390625,0.0507812,0.117188,0.445312,0.804688,0.320312,0.0820312,0.0429688,0.0351562,0.0390625,0.117188,0.46875,0.839844,0.300781,0.078125
147,0.0507812,0.117188,0.445312,0.804688,0.320312,0.0820312,0.0429688,0.0351562,0.0390625,0.117188,0.46875,0.839844,0.300781,0.078125,0.0390625
148,0.117188,0.445312,0.804688,0.320312,0.0820312,0.0429688,0.0351562,0.0390625,0.117188,0.46875,0.839844,0.300781,0.078125,0.0390625,0.03125
149,0.445312,0.804688,0.320312,0.0820312,0.0429688,0.0351562,0.0390625,0.117188,0.46875,0.839844,0.300781,0.078125,0.0390625,0.03125,0.0351562
150,0.804688,0.320312,0.0820312,0.0429688,0.0351562,0.0390625,0.117188,0.46875,0.839844,0.300781,0.078125,0.0390625,0.03125,0.0351562,0.0820312
151,0.320312,0.0820312,0.0429688,0.0351562,0.0390625,0.117188,0.46875,0.839844,0.300781,0.078125,0.0390625,0.03125,0.0351562,0.0820312,0.371094
152,0.0820312,0.0429688,0.0351562,0.0390625,0.117188,0.46875,0.839844,0.300781,0.078125,0.0390625,0.03125,0.0351562,0.0820312,0.371094,0.914062
153,0.0429688,0.0351562,0.0390625,0.117188,0.46875,0.839844,0.300781,0.078125,0.0390625,0.03125,0.0351562,0.0820312,0.371094,0.914062,0.386719
154,0.0351562,0.0390625,0.117188,0.46875,0.839844,0.300781,0.078125,0.0390625,0.03125,0.0351562,0.0820312,0.371094,0.914062,0.386719,0.0859375
155,0.0390625,0.117188,0.46875,0.839844,0.300781,0.078125,0.0390625,0.03125,0.0351562,0.0820312,0.371094,0.914062,0.386719,0.0859375,0.0351562
156,0.117188,0.46875,0.839844,0.300781,0.078125,0.0390625,0.03125,0.0351562,0.0820312,0.371094,0.914062,0.386719,0.0859375,0.0351562,0.03125
157,0.46875,0.839844,0.300781,0.078125,0.0390625,0.03125,0.0351562,0.0820312,0.371094,0.914062,0.386719,0.0859375,0.0351562,0.03125,0.0273438
158,0.839844,0.300781,0.078125,0.0390625,0.03125,0.0351562,0.0820312,0.371094,0.914062,0.386719,0.0859375,0.0351562,0.03125,0.0273438,0.0351562
159,0.300781,0.078125,0.0390625,0.03125,0.0351562,0.0820312,0.371094,0.914062,0.386719,0.0859375,0.0351562,0.03125,0.0273438,0.0351562,0.136719
160,0.078125,0.0390625,0.03125,0.0351562,0.0820312,0.371094,0.914062,0.386719,0.0859375,0.0351562,0.03125,0.0273438,0.0351562,0.136719,0.6875
161,0.0390625,0.03125,0.0351562,0.0820312,0.371094,0.914062,0.386719,0.0859375,0.0351562,0.03125,0.0273438,0.0351562,0.136719,0.6875,0.839844
162,0.03125,0.0351562,0.0820312,0.371094,0.914062,0.386719,0.0859375,0.0351562,0.03125,0.0273438,0.0351562,0.136719,0.6875,0.839844,0.179688
163,0.0351562,0.0820312,0.371094,0.914062,0.386719,0.0859375,0.0351562,0.03125,0.0273438,0.0351562,0.136719,0.6875,0.839844,0.179688,0.0429688
164,0.0820312,0.371094,0.914062,0.386719,0.0859375,0.0351562,0.03125,0.0273438,0.0351562,0.136719,0.6875,0.839844,0.179688,0.0429688,0.0273438
165,0.371094,0.914062,0.386719,0.0859375,0.0351562,0.03125,0.0273438,0.0351562,0.136719,0.6875,0.839844,0.179688,0.0429688,0.0273438,0.0195312
166,0.914062,0.386719,0.0859375,0.0351562,0.03125,0.0273438,0.0351562,0.136719,0.6875,0.839844,0.179688,0.0429688,0.0273438,0.0195312,0.015625
167,0.386719,0.0859375,0.0351562,0.03125,0.0273438,0.0351562,0.136719,0.6875,0.839844,0.179688,0.0429688,0.0273438,0.0195312,0.015625,0.0117188
168,0.0859375,0.0351562,0.03125,0.0273438,0.0351562,0.136719,0.6875,0.839844,0.179688,0.0429688,0.0273438,0.0195312,0.015625,0.0117188,0.015625
169,0.0351562,0.03125,0.0273438,0.0351562,0.136719,0.6875,0.839844,0.179688,0.0429688,0.0273438,0.0195312,0.015625,0.0117188,0.015625,0.0742188
170,0.03125,0.0273438,0.0351562,0.136719,0.6875,0.839844,0.179688,0.0429688,0.0273438,0.0195312,0.015625,0.0117188,0.015625,0.0742188,0.410156
