,Input1,Input2,Input3,Input4,Input5,Output1,Output2,Output3,Output4,Output5,Output6,Output7,Output8,Output9,Output10
45,0.993239,0.989858,0.982421,0.956728,0.922921,0.885057,0.861393,0.860041,0.864097,0.853279,0.820149,0.789047,0.76741,0.751859,0.733604
46,0.989858,0.982421,0.956728,0.922921,0.885057,0.861393,0.860041,0.864097,0.853279,0.820149,0.789047,0.76741,0.751859,0.733604,0.711291
47,0.982421,0.956728,0.922921,0.885057,0.861393,0.860041,0.864097,0.853279,0.820149,0.789047,0.76741,0.751859,0.733604,0.711291,0.686275
48,0.956728,0.922921,0.885057,0.861393,0.860041,0.864097,0.853279,0.820149,0.789047,0.76741,0.751859,0.733604,0.711291,0.686275,0.680189
49,0.922921,0.885057,0.861393,0.860041,0.864097,0.853279,0.820149,0.789047,0.76741,0.751859,0.733604,0.711291,0.686275,0.680189,0.667343
50,0.885057,0.861393,0.860041,0.864097,0.853279,0.820149,0.789047,0.76741,0.751859,0.733604,0.711291,0.686275,0.680189,0.667343,0.631508
51,0.861393,0.860041,0.864097,0.853279,0.820149,0.789047,0.76741,0.751859,0.733604,0.711291,0.686275,0.680189,0.667343,0.631508,0.589588
52,0.860041,0.864097,0.853279,0.820149,0.789047,0.76741,0.751859,0.733604,0.711291,0.686275,0.680189,0.667343,0.631508,0.589588,0.554429
53,0.864097,0.853279,0.820149,0.789047,0.76741,0.751859,0.733604,0.711291,0.686275,0.680189,0.667343,0.631508,0.589588,0.554429,0.536849
54,0.853279,0.820149,0.789047,0.76741,0.751859,0.733604,0.711291,0.686275,0.680189,0.667343,0.631508,0.589588,0.554429,0.536849,0.544963
55,0.820149,0.789047,0.76741,0.751859,0.733604,0.711291,0.686275,0.680189,0.667343,0.631508,0.589588,0.554429,0.536849,0.544963,0.576741
56,0.789047,0.76741,0.751859,0.733604,0.711291,0.686275,0.680189,0.667343,0.631508,0.589588,0.554429,0.536849,0.544963,0.576741,0.592968
57,0.76741,0.751859,0.733604,0.711291,0.686275,0.680189,0.667343,0.631508,0.589588,0.554429,0.536849,0.544963,0.576741,0.592968,0.59094
58,0.751859,0.733604,0.711291,0.686275,0.680189,0.667343,0.631508,0.589588,0.554429,0.536849,0.544963,0.576741,0.592968,0.59094,0.583502
59,0.733604,0.711291,0.686275,0.680189,0.667343,0.631508,0.589588,0.554429,0.536849,0.544963,0.576741,0.592968,0.59094,0.583502,0.572684
60,0.711291,0.686275,0.680189,0.667343,0.631508,0.589588,0.554429,0.536849,0.544963,0.576741,0.592968,0.59094,0.583502,0.572684,0.56119
61,0.686275,0.680189,0.667343,0.631508,0.589588,0.554429,0.536849,0.544963,0.576741,0.592968,0.59094,0.583502,0.572684,0.56119,0.554429
62,0.680189,0.667343,0.631508,0.589588,0.554429,0.536849,0.544963,0.576741,0.592968,0.59094,0.583502,0.572684,0.56119,0.554429,0.553076
63,0.667343,0.631508,0.589588,0.554429,0.536849,0.544963,0.576741,0.592968,0.59094,0.583502,0.572684,0.56119,0.554429,0.553076,0.558485
64,0.631508,0.589588,0.554429,0.536849,0.544963,0.576741,0.592968,0.59094,0.583502,0.572684,0.56119,0.554429,0.553076,0.558485,0.56119
65,0.589588,0.554429,0.536849,0.544963,0.576741,0.592968,0.59094,0.583502,0.572684,0.56119,0.554429,0.553076,0.558485,0.56119,0.5524
66,0.554429,0.536849,0.544963,0.576741,0.592968,0.59094,0.583502,0.572684,0.56119,0.554429,0.553076,0.558485,0.56119,0.5524,0.524679
67,0.536849,0.544963,0.576741,0.592968,0.59094,0.583502,0.572684,0.56119,0.554429,0.553076,0.558485,0.56119,0.5524,0.524679,0.487492
68,0.544963,0.576741,0.592968,0.59094,0.583502,0.572684,0.56119,0.554429,0.553076,0.558485,0.56119,0.5524,0.524679,0.487492,0.461122
69,0.576741,0.592968,0.59094,0.583502,0.572684,0.56119,0.554429,0.553076,0.558485,0.56119,0.5524,0.524679,0.487492,0.461122,0.446924
70,0.592968,0.59094,0.583502,0.572684,0.56119,0.554429,0.553076,0.558485,0.56119,0.5524,0.524679,0.487492,0.461122,0.446924,0.440162
71,0.59094,0.583502,0.572684,0.56119,0.554429,0.553076,0.558485,0.56119,0.5524,0.524679,0.487492,0.461122,0.446924,0.440162,0.421231
72,0.583502,0.572684,0.56119,0.554429,0.553076,0.558485,0.56119,0.5524,0.524679,0.487492,0.461122,0.446924,0.440162,0.421231,0.388776
73,0.572684,0.56119,0.554429,0.553076,0.558485,0.56119,0.5524,0.524679,0.487492,0.461122,0.446924,0.440162,0.421231,0.388776,0.361731
74,0.56119,0.554429,0.553076,0.558485,0.56119,0.5524,0.524679,0.487492,0.461122,0.446924,0.440162,0.421231,0.388776,0.361731,0.343475
75,0.554429,0.553076,0.558485,0.56119,0.5524,0.524679,0.487492,0.461122,0.446924,0.440162,0.421231,0.388776,0.361731,0.343475,0.336038
76,0.553076,0.558485,0.56119,0.5524,0.524679,0.487492,0.461122,0.446924,0.440162,0.421231,0.388776,0.361731,0.343475,0.336038,0.33739
77,0.558485,0.56119,0.5524,0.524679,0.487492,0.461122,0.446924,0.440162,0.421231,0.388776,0.361731,0.343475,0.336038,0.33739,0.331305
78,0.56119,0.5524,0.524679,0.487492,0.461122,0.446924,0.440162,0.421231,0.388776,0.361731,0.343475,0.336038,0.33739,0.331305,0.317782
79,0.5524,0.524679,0.487492,0.461122,0.446924,0.440162,0.421231,0.388776,0.361731,0.343475,0.336038,0.33739,0.331305,0.317782,0.301555
80,0.524679,0.487492,0.461122,0.446924,0.440162,0.421231,0.388776,0.361731,0.343475,0.336038,0.33739,0.331305,0.317782,0.301555,0.283976
81,0.487492,0.461122,0.446924,0.440162,0.421231,0.388776,0.361731,0.343475,0.336038,0.33739,0.331305,0.317782,0.301555,0.283976,0.266396
82,0.461122,0.446924,0.440162,0.421231,0.388776,0.361731,0.343475,0.336038,0.33739,0.331305,0.317782,0.301555,0.283976,0.266396,0.252874
83,0.446924,0.440162,0.421231,0.388776,0.361731,0.343475,0.336038,0.33739,0.331305,0.317782,0.301555,0.283976,0.266396,0.252874,0.247465
84,0.440162,0.421231,0.388776,0.361731,0.343475,0.336038,0.33739,0.331305,0.317782,0.301555,0.283976,0.266396,0.252874,0.247465,0.244084
85,0.421231,0.388776,0.361731,0.343475,0.336038,0.33739,0.331305,0.317782,0.301555,0.283976,0.266396,0.252874,0.247465,0.244084,0.239351
86,0.388776,0.361731,0.343475,0.336038,0.33739,0.331305,0.317782,0.301555,0.283976,0.266396,0.252874,0.247465,0.244084,0.239351,0.233942
87,0.361731,0.343475,0.336038,0.33739,0.331305,0.317782,0.301555,0.283976,0.266396,0.252874,0.247465,0.244084,0.239351,0.233942,0.217715
88,0.343475,0.336038,0.33739,0.331305,0.317782,0.301555,0.283976,0.266396,0.252874,0.247465,0.244084,0.239351,0.233942,0.217715,0.196078
89,0.336038,0.33739,0.331305,0.317782,0.301555,0.283976,0.266396,0.252874,0.247465,0.244084,0.239351,0.233942,0.217715,0.196078,0.181204
90,0.33739,0.331305,0.317782,0.301555,0.283976,0.266396,0.252874,0.247465,0.244084,0.239351,0.233942,0.217715,0.196078,0.181204,0.172414
91,0.331305,0.317782,0.301555,0.283976,0.266396,0.252874,0.247465,0.244084,0.239351,0.233942,0.217715,0.196078,0.181204,0.172414,0.163624
92,0.317782,0.301555,0.283976,0.266396,0.252874,0.247465,0.244084,0.239351,0.233942,0.217715,0.196078,0.181204,0.172414,0.163624,0.16092
93,0.301555,0.283976,0.266396,0.252874,0.247465,0.244084,0.239351,0.233942,0.217715,0.196078,0.181204,0.172414,0.163624,0.16092,0.169709
94,0.283976,0.266396,0.252874,0.247465,0.244084,0.239351,0.233942,0.217715,0.196078,0.181204,0.172414,0.163624,0.16092,0.169709,0.169709
95,0.266396,0.252874,0.247465,0.244084,0.239351,0.233942,0.217715,0.196078,0.181204,0.172414,0.163624,0.16092,0.169709,0.169709,0.161596
96,0.252874,0.247465,0.244084,0.239351,0.233942,0.217715,0.196078,0.181204,0.172414,0.163624,0.16092,0.169709,0.169709,0.161596,0.154158
97,0.247465,0.244084,0.239351,0.233942,0.217715,0.196078,0.181204,0.172414,0.163624,0.16092,0.169709,0.169709,0.161596,0.154158,0.145368
98,0.244084,0.239351,0.233942,0.217715,0.196078,0.181204,0.172414,0.163624,0.16092,0.169709,0.169709,0.161596,0.154158,0.145368,0.136579
99,0.239351,0.233942,0.217715,0.196078,0.181204,0.172414,0.163624,0.16092,0.169709,0.169709,0.161596,0.154158,0.145368,0.136579,0.130494
100,0.233942,0.217715,0.196078,0.181204,0.172414,0.163624,0.16092,0.169709,0.169709,0.161596,0.154158,0.145368,0.136579,0.130494,0.127113
101,0.217715,0.196078,0.181204,0.172414,0.163624,0.16092,0.169709,0.169709,0.161596,0.154158,0.145368,0.136579,0.130494,0.127113,0.123056
102,0.196078,0.181204,0.172414,0.163624,0.16092,0.169709,0.169709,0.161596,0.154158,0.145368,0.136579,0.130494,0.127113,0.123056,0.118323
103,0.181204,0.172414,0.163624,0.16092,0.169709,0.169709,0.161596,0.154158,0.145368,0.136579,0.130494,0.127113,0.123056,0.118323,0.11021
104,0.172414,0.163624,0.16092,0.169709,0.169709,0.161596,0.154158,0.145368,0.136579,0.130494,0.127113,0.123056,0.118323,0.11021,0.096687
105,0.163624,0.16092,0.169709,0.169709,0.161596,0.154158,0.145368,0.136579,0.130494,0.127113,0.123056,0.118323,0.11021,0.096687,0.0811359
106,0.16092,0.169709,0.169709,0.161596,0.154158,0.145368,0.136579,0.130494,0.127113,0.123056,0.118323,0.11021,0.096687,0.0811359,0.0736984
107,0.169709,0.169709,0.161596,0.154158,0.145368,0.136579,0.130494,0.127113,0.123056,0.118323,0.11021,0.096687,0.0811359,0.0736984,0.07167
108,0.169709,0.161596,0.154158,0.145368,0.136579,0.130494,0.127113,0.123056,0.118323,0.11021,0.096687,0.0811359,0.0736984,0.07167,0.0736984
109,0.161596,0.154158,0.145368,0.136579,0.130494,0.127113,0.123056,0.118323,0.11021,0.096687,0.0811359,0.0736984,0.07167,0.0736984,0.0784314
110,0.154158,0.145368,0.136579,0.130494,0.127113,0.123056,0.118323,0.11021,0.096687,0.0811359,0.0736984,0.07167,0.0736984,0.0784314,0.0831643
111,0.145368,0.136579,0.130494,0.127113,0.123056,0.118323,0.11021,0.096687,0.0811359,0.0736984,0.07167,0.0736984,0.0784314,0.0831643,0.0831643
112,0.136579,0.130494,0.127113,0.123056,0.118323,0.11021,0.096687,0.0811359,0.0736984,0.07167,0.0736984,0.0784314,0.0831643,0.0831643,0.0791075
113,0.130494,0.127113,0.123056,0.118323,0.11021,0.096687,0.0811359,0.0736984,0.07167,0.0736984,0.0784314,0.0831643,0.0831643,0.0791075,0.0804598
114,0.127113,0.123056,0.118323,0.11021,0.096687,0.0811359,0.0736984,0.07167,0.0736984,0.0784314,0.0831643,0.0831643,0.0791075,0.0804598,0.086545
115,0.123056,0.118323,0.11021,0.096687,0.0811359,0.0736984,0.07167,0.0736984,0.0784314,0.0831643,0.0831643,0.0791075,0.0804598,0.086545,0.0912779
116,0.118323,0.11021,0.096687,0.0811359,0.0736984,0.07167,0.0736984,0.0784314,0.0831643,0.0831643,0.0791075,0.0804598,0.086545,0.0912779,0.096687
117,0.11021,0.096687,0.0811359,0.0736984,0.07167,0.0736984,0.0784314,0.0831643,0.0831643,0.0791075,0.0804598,0.086545,0.0912779,0.096687,0.0987153
118,0.096687,0.0811359,0.0736984,0.07167,0.0736984,0.0784314,0.0831643,0.0831643,0.0791075,0.0804598,0.086545,0.0912779,0.096687,0.0987153,0.0987153
119,0.0811359,0.0736984,0.07167,0.0736984,0.0784314,0.0831643,0.0831643,0.0791075,0.0804598,0.086545,0.0912779,0.096687,0.0987153,0.0987153,0.106153
120,0.0736984,0.07167,0.0736984,0.0784314,0.0831643,0.0831643,0.0791075,0.0804598,0.086545,0.0912779,0.096687,0.0987153,0.0987153,0.106153,0.118323
121,0.07167,0.0736984,0.0784314,0.0831643,0.0831643,0.0791075,0.0804598,0.086545,0.0912779,0.096687,0.0987153,0.0987153,0.106153,0.118323,0.135227
122,0.0736984,0.0784314,0.0831643,0.0831643,0.0791075,0.0804598,0.086545,0.0912779,0.096687,0.0987153,0.0987153,0.106153,0.118323,0.135227,0.153482
123,0.0784314,0.0831643,0.0831643,0.0791075,0.0804598,0.086545,0.0912779,0.096687,0.0987153,0.0987153,0.106153,0.118323,0.135227,0.153482,0.173766
124,0.0831643,0.0831643,0.0791075,0.0804598,0.086545,0.0912779,0.096687,0.0987153,0.0987153,0.106153,0.118323,0.135227,0.153482,0.173766,0.192022
125,0.0831643,0.0791075,0.0804598,0.086545,0.0912779,0.096687,0.0987153,0.0987153,0.106153,0.118323,0.135227,0.153482,0.173766,0.192022,0.202164
126,0.0791075,0.0804598,0.086545,0.0912779,0.096687,0.0987153,0.0987153,0.106153,0.118323,0.135227,0.153482,0.173766,0.192022,0.202164,0.207573
127,0.0804598,0.086545,0.0912779,0.096687,0.0987153,0.0987153,0.106153,0.118323,0.135227,0.153482,0.173766,0.192022,0.202164,0.207573,0.216362
128,0.086545,0.0912779,0.096687,0.0987153,0.0987153,0.106153,0.118323,0.135227,0.153482,0.173766,0.192022,0.202164,0.207573,0.216362,0.227857
129,0.0912779,0.096687,0.0987153,0.0987153,0.106153,0.118323,0.135227,0.153482,0.173766,0.192022,0.202164,0.207573,0.216362,0.227857,0.241379
130,0.096687,0.0987153,0.0987153,0.106153,0.118323,0.135227,0.153482,0.173766,0.192022,0.202164,0.207573,0.216362,0.227857,0.241379,0.260311
131,0.0987153,0.0987153,0.106153,0.118323,0.135227,0.153482,0.173766,0.192022,0.202164,0.207573,0.216362,0.227857,0.241379,0.260311,0.27451
132,0.0987153,0.106153,0.118323,0.135227,0.153482,0.173766,0.192022,0.202164,0.207573,0.216362,0.227857,0.241379,0.260311,0.27451,0.280595
133,0.106153,0.118323,0.135227,0.153482,0.173766,0.192022,0.202164,0.207573,0.216362,0.227857,0.241379,0.260311,0.27451,0.280595,0.288032
134,0.118323,0.135227,0.153482,0.173766,0.192022,0.202164,0.207573,0.216362,0.227857,0.241379,0.260311,0.27451,0.280595,0.288032,0.297498
135,0.135227,0.153482,0.173766,0.192022,0.202164,0.207573,0.216362,0.227857,0.241379,0.260311,0.27451,0.280595,0.288032,0.297498,0.30426
136,0.153482,0.173766,0.192022,0.202164,0.207573,0.216362,0.227857,0.241379,0.260311,0.27451,0.280595,0.288032,0.297498,0.30426,0.317106
137,0.173766,0.192022,0.202164,0.207573,0.216362,0.227857,0.241379,0.260311,0.27451,0.280595,0.288032,0.297498,0.30426,0.317106,0.331305
138,0.192022,0.202164,0.207573,0.216362,0.227857,0.241379,0.260311,0.27451,0.280595,0.288032,0.297498,0.30426,0.317106,0.331305,0.342123
139,0.202164,0.207573,0.216362,0.227857,0.241379,0.260311,0.27451,0.280595,0.288032,0.297498,0.30426,0.317106,0.331305,0.342123,0.370521
140,0.207573,0.216362,0.227857,0.241379,0.260311,0.27451,0.280595,0.288032,0.297498,0.30426,0.317106,0.331305,0.342123,0.370521,0.396214
141,0.216362,0.227857,0.241379,0.260311,0.27451,0.280595,0.288032,0.297498,0.30426,0.317106,0.331305,0.342123,0.370521,0.396214,0.406356
142,0.227857,0.241379,0.260311,0.27451,0.280595,0.288032,0.297498,0.30426,0.317106,0.331305,0.342123,0.370521,0.396214,0.406356,0.414469
143,0.241379,0.260311,0.27451,0.280595,0.288032,0.297498,0.30426,0.317106,0.331305,0.342123,0.370521,0.396214,0.406356,0.414469,0.422583
144,0.260311,0.27451,0.280595,0.288032,0.297498,0.30426,0.317106,0.331305,0.342123,0.370521,0.396214,0.406356,0.414469,0.422583,0.427316
145,0.27451,0.280595,0.288032,0.297498,0.30426,0.317106,0.331305,0.342123,0.370521,0.396214,0.406356,0.414469,0.422583,0.427316,0.432049
146,0.280595,0.288032,0.297498,0.30426,0.317106,0.331305,0.342123,0.370521,0.396214,0.406356,0.414469,0.422583,0.427316,0.432049,0.431373
147,0.288032,0.297498,0.30426,0.317106,0.331305,0.342123,0.370521,0.396214,0.406356,0.414469,0.422583,0.427316,0.432049,0.431373,0.428668
148,0.297498,0.30426,0.317106,0.331305,0.342123,0.370521,0.396214,0.406356,0.414469,0.422583,0.427316,0.432049,0.431373,0.428668,0.43881
149,0.30426,0.317106,0.331305,0.342123,0.370521,0.396214,0.406356,0.414469,0.422583,0.427316,0.432049,0.431373,0.428668,0.43881,0.446247
150,0.317106,0.331305,0.342123,0.370521,0.396214,0.406356,0.414469,0.422583,0.427316,0.432049,0.431373,0.428668,0.43881,0.446247,0.471941
151,0.331305,0.342123,0.370521,0.396214,0.406356,0.414469,0.422583,0.427316,0.432049,0.431373,0.428668,0.43881,0.446247,0.471941,0.511156
152,0.342123,0.370521,0.396214,0.406356,0.414469,0.422583,0.427316,0.432049,0.431373,0.428668,0.43881,0.446247,0.471941,0.511156,0.56119
153,0.370521,0.396214,0.406356,0.414469,0.422583,0.427316,0.432049,0.431373,0.428668,0.43881,0.446247,0.471941,0.511156,0.56119,0.618661
154,0.396214,0.406356,0.414469,0.422583,0.427316,0.432049,0.431373,0.428668,0.43881,0.446247,0.471941,0.511156,0.56119,0.618661,0.653144
155,0.406356,0.414469,0.422583,0.427316,0.432049,0.431373,0.428668,0.43881,0.446247,0.471941,0.511156,0.56119,0.618661,0.653144,0.693036
156,0.414469,0.422583,0.427316,0.432049,0.431373,0.428668,0.43881,0.446247,0.471941,0.511156,0.56119,0.618661,0.653144,0.693036,0.739013
157,0.422583,0.427316,0.432049,0.431373,0.428668,0.43881,0.446247,0.471941,0.511156,0.56119,0.618661,0.653144,0.693036,0.739013,0.76403
158,0.427316,0.432049,0.431373,0.428668,0.43881,0.446247,0.471941,0.511156,0.56119,0.618661,0.653144,0.693036,0.739013,0.76403,0.788371
159,0.432049,0.431373,0.428668,0.43881,0.446247,0.471941,0.511156,0.56119,0.618661,0.653144,0.693036,0.739013,0.76403,0.788371,0.813387
160,0.431373,0.428668,0.43881,0.446247,0.471941,0.511156,0.56119,0.618661,0.653144,0.693036,0.739013,0.76403,0.788371,0.813387,0.832995
161,0.428668,0.43881,0.446247,0.471941,0.511156,0.56119,0.618661,0.653144,0.693036,0.739013,0.76403,0.788371,0.813387,0.832995,0.870183
162,0.43881,0.446247,0.471941,0.511156,0.56119,0.618661,0.653144,0.693036,0.739013,0.76403,0.788371,0.813387,0.832995,0.870183,0.891819
163,0.446247,0.471941,0.511156,0.56119,0.618661,0.653144,0.693036,0.739013,0.76403,0.788371,0.813387,0.832995,0.870183,0.891819,0.872887
164,0.471941,0.511156,0.56119,0.618661,0.653144,0.693036,0.739013,0.76403,0.788371,0.813387,0.832995,0.870183,0.891819,0.872887,0.842461
165,0.511156,0.56119,0.618661,0.653144,0.693036,0.739013,0.76403,0.788371,0.813387,0.832995,0.870183,0.891819,0.872887,0.842461,0.822177
166,0.56119,0.618661,0.653144,0.693036,0.739013,0.76403,0.788371,0.813387,0.832995,0.870183,0.891819,0.872887,0.842461,0.822177,0.828938
167,0.618661,0.653144,0.693036,0.739013,0.76403,0.788371,0.813387,0.832995,0.870183,0.891819,0.872887,0.842461,0.822177,0.828938,0.842461
168,0.653144,0.693036,0.739013,0.76403,0.788371,0.813387,0.832995,0.870183,0.891819,0.872887,0.842461,0.822177,0.828938,0.842461,0.84787
169,0.693036,0.739013,0.76403,0.788371,0.813387,0.832995,0.870183,0.891819,0.872887,0.842461,0.822177,0.828938,0.842461,0.84787,0.849899
170,0.739013,0.76403,0.788371,0.813387,0.832995,0.870183,0.891819,0.872887,0.842461,0.822177,0.828938,0.842461,0.84787,0.849899,0.845166
171,0.76403,0.788371,0.813387,0.832995,0.870183,0.891819,0.872887,0.842461,0.822177,0.828938,0.842461,0.84787,0.849899,0.845166,0.837728
172,0.788371,0.813387,0.832995,0.870183,0.891819,0.872887,0.842461,0.822177,0.828938,0.842461,0.84787,0.849899,0.845166,0.837728,0.81812
173,0.813387,0.832995,0.870183,0.891819,0.872887,0.842461,0.822177,0.828938,0.842461,0.84787,0.849899,0.845166,0.837728,0.81812,0.787018
174,0.832995,0.870183,0.891819,0.872887,0.842461,0.822177,0.828938,0.842461,0.84787,0.849899,0.845166,0.837728,0.81812,0.787018,0.751859
175,0.870183,0.891819,0.872887,0.842461,0.822177,0.828938,0.842461,0.84787,0.849899,0.845166,0.837728,0.81812,0.787018,0.751859,0.731575
