,Input1,Input2,Input3,Input4,Input5,Output1,Output2,Output3,Output4,Output5,Output6,Output7,Output8,Output9,Output10
47,0.720846,0.722351,0.721629,0.718658,0.713437,0.705992,0.696368,0.684637,0.67089,0.655238,0.637812,0.618761,0.598249,0.576459,0.553587
48,0.722351,0.721629,0.718658,0.713437,0.705992,0.696368,0.684637,0.67089,0.655238,0.637812,0.618761,0.598249,0.576459,0.553587,0.529843
49,0.721629,0.718658,0.713437,0.705992,0.696368,0.684637,0.67089,0.655238,0.637812,0.618761,0.598249,0.576459,0.553587,0.529843,0.505451
50,0.718658,0.713437,0.705992,0.696368,0.684637,0.67089,0.655238,0.637812,0.618761,0.598249,0.576459,0.553587,0.529843,0.505451,0.480644
51,0.713437,0.705992,0.696368,0.684637,0.67089,0.655238,0.637812,0.618761,0.598249,0.576459,0.553587,0.529843,0.505451,0.480644,0.455665
52,0.705992,0.696368,0.684637,0.67089,0.655238,0.637812,0.618761,0.598249,0.576459,0.553587,0.529843,0.505451,0.480644,0.455665,0.430759
53,0.696368,0.684637,0.67089,0.655238,0.637812,0.618761,0.598249,0.576459,0.553587,0.529843,0.505451,0.480644,0.455665,0.430759,0.40618
54,0.684637,0.67089,0.655238,0.637812,0.618761,0.598249,0.576459,0.553587,0.529843,0.505451,0.480644,0.455665,0.430759,0.40618,0.382177
55,0.67089,0.655238,0.637812,0.618761,0.598249,0.576459,0.553587,0.529843,0.505451,0.480644,0.455665,0.430759,0.40618,0.382177,0.359001
56,0.655238,0.637812,0.618761,0.598249,0.576459,0.553587,0.529843,0.505451,0.480644,0.455665,0.430759,0.40618,0.382177,0.359001,0.336897
57,0.637812,0.618761,0.598249,0.576459,0.553587,0.529843,0.505451,0.480644,0.455665,0.430759,0.40618,0.382177,0.359001,0.336897,0.316104
58,0.618761,0.598249,0.576459,0.553587,0.529843,0.505451,0.480644,0.455665,0.430759,0.40618,0.382177,0.359001,0.336897,0.316104,0.29685
59,0.598249,0.576459,0.553587,0.529843,0.505451,0.480644,0.455665,0.430759,0.40618,0.382177,0.359001,0.336897,0.316104,0.29685,0.279351
60,0.576459,0.553587,0.529843,0.505451,0.480644,0.455665,0.430759,0.40618,0.382177,0.359001,0.336897,0.316104,0.29685,0.279351,0.263812
61,0.553587,0.529843,0.505451,0.480644,0.455665,0.430759,0.40618,0.382177,0.359001,0.336897,0.316104,0.29685,0.279351,0.263812,0.250416
62,0.529843,0.505451,0.480644,0.455665,0.430759,0.40618,0.382177,0.359001,0.336897,0.316104,0.29685,0.279351,0.263812,0.250416,0.239332
63,0.505451,0.480644,0.455665,0.430759,0.40618,0.382177,0.359001,0.336897,0.316104,0.29685,0.279351,0.263812,0.250416,0.239332,0.230705
64,0.480644,0.455665,0.430759,0.40618,0.382177,0.359001,0.336897,0.316104,0.29685,0.279351,0.263812,0.250416,0.239332,0.230705,0.22466
65,0.455665,0.430759,0.40618,0.382177,0.359001,0.336897,0.316104,0.29685,0.279351,0.263812,0.250416,0.239332,0.230705,0.22466,0.221296
66,0.430759,0.40618,0.382177,0.359001,0.336897,0.316104,0.29685,0.279351,0.263812,0.250416,0.239332,0.230705,0.22466,0.221296,0.220688
67,0.40618,0.382177,0.359001,0.336897,0.316104,0.29685,0.279351,0.263812,0.250416,0.239332,0.230705,0.22466,0.221296,0.220688,0.222883
68,0.382177,0.359001,0.336897,0.316104,0.29685,0.279351,0.263812,0.250416,0.239332,0.230705,0.22466,0.221296,0.220688,0.222883,0.2279
69,0.359001,0.336897,0.316104,0.29685,0.279351,0.263812,0.250416,0.239332,0.230705,0.22466,0.221296,0.220688,0.222883,0.2279,0.235734
70,0.336897,0.316104,0.29685,0.279351,0.263812,0.250416,0.239332,0.230705,0.22466,0.221296,0.220688,0.222883,0.2279,0.235734,0.246345
71,0.316104,0.29685,0.279351,0.263812,0.250416,0.239332,0.230705,0.22466,0.221296,0.220688,0.222883,0.2279,0.235734,0.246345,0.259671
72,0.29685,0.279351,0.263812,0.250416,0.239332,0.230705,0.22466,0.221296,0.220688,0.222883,0.2279,0.235734,0.246345,0.259671,0.275617
73,0.279351,0.263812,0.250416,0.239332,0.230705,0.22466,0.221296,0.220688,0.222883,0.2279,0.235734,0.246345,0.259671,0.275617,0.294063
74,0.263812,0.250416,0.239332,0.230705,0.22466,0.221296,0.220688,0.222883,0.2279,0.235734,0.246345,0.259671,0.275617,0.294063,0.314859
75,0.250416,0.239332,0.230705,0.22466,0.221296,0.220688,0.222883,0.2279,0.235734,0.246345,0.259671,0.275617,0.294063,0.314859,0.337833
76,0.239332,0.230705,0.22466,0.221296,0.220688,0.222883,0.2279,0.235734,0.246345,0.259671,0.275617,0.294063,0.314859,0.337833,0.362786
77,0.230705,0.22466,0.221296,0.220688,0.222883,0.2279,0.235734,0.246345,0.259671,0.275617,0.294063,0.314859,0.337833,0.362786,0.389495
78,0.22466,0.221296,0.220688,0.222883,0.2279,0.235734,0.246345,0.259671,0.275617,0.294063,0.314859,0.337833,0.362786,0.389495,0.417719
79,0.221296,0.220688,0.222883,0.2279,0.235734,0.246345,0.259671,0.275617,0.294063,0.314859,0.337833,0.362786,0.389495,0.417719,0.447196
80,0.220688,0.222883,0.2279,0.235734,0.246345,0.259671,0.275617,0.294063,0.314859,0.337833,0.362786,0.389495,0.417719,0.447196,0.477646
81,0.222883,0.2279,0.235734,0.246345,0.259671,0.275617,0.294063,0.314859,0.337833,0.362786,0.389495,0.417719,0.447196,0.477646,0.508779
82,0.2279,0.235734,0.246345,0.259671,0.275617,0.294063,0.314859,0.337833,0.362786,0.389495,0.417719,0.447196,0.477646,0.508779,0.540289
83,0.235734,0.246345,0.259671,0.275617,0.294063,0.314859,0.337833,0.362786,0.389495,0.417719,0.447196,0.477646,0.508779,0.540289,0.571865
84,0.246345,0.259671,0.275617,0.294063,0.314859,0.337833,0.362786,0.389495,0.417719,0.447196,0.477646,0.508779,0.540289,0.571865,0.603187
85,0.259671,0.275617,0.294063,0.314859,0.337833,0.362786,0.389495,0.417719,0.447196,0.477646,0.508779,0.540289,0.571865,0.603187,0.633935
86,0.275617,0.294063,0.314859,0.337833,0.362786,0.389495,0.417719,0.447196,0.477646,0.508779,0.540289,0.571865,0.603187,0.633935,0.663789
87,0.294063,0.314859,0.337833,0.362786,0.389495,0.417719,0.447196,0.477646,0.508779,0.540289,0.571865,0.603187,0.633935,0.663789,0.692431
88,0.314859,0.337833,0.362786,0.389495,0.417719,0.447196,0.477646,0.508779,0.540289,0.571865,0.603187,0.633935,0.663789,0.692431,0.719549
89,0.337833,0.362786,0.389495,0.417719,0.447196,0.477646,0.508779,0.540289,0.571865,0.603187,0.633935,0.663789,0.692431,0.719549,0.744841
90,0.362786,0.389495,0.417719,0.447196,0.477646,0.508779,0.540289,0.571865,0.603187,0.633935,0.663789,0.692431,0.719549,0.744841,0.768015
91,0.389495,0.417719,0.447196,0.477646,0.508779,0.540289,0.571865,0.603187,0.633935,0.663789,0.692431,0.719549,0.744841,0.768015,0.788794
92,0.417719,0.447196,0.477646,0.508779,0.540289,0.571865,0.603187,0.633935,0.663789,0.692431,0.719549,0.744841,0.768015,0.788794,0.806912
93,0.447196,0.477646,0.508779,0.540289,0.571865,0.603187,0.633935,0.663789,0.692431,0.719549,0.744841,0.768015,0.788794,0.806912,0.82212
94,0.477646,0.508779,0.540289,0.571865,0.603187,0.633935,0.663789,0.692431,0.719549,0.744841,0.768015,0.788794,0.806912,0.82212,0.83418
95,0.508779,0.540289,0.571865,0.603187,0.633935,0.663789,0.692431,0.719549,0.744841,0.768015,0.788794,0.806912,0.82212,0.83418,0.842867
96,0.540289,0.571865,0.603187,0.633935,0.663789,0.692431,0.719549,0.744841,0.768015,0.788794,0.806912,0.82212,0.83418,0.842867,0.847965
97,0.571865,0.603187,0.633935,0.663789,0.692431,0.719549,0.744841,0.768015,0.788794,0.806912,0.82212,0.83418,0.842867,0.847965,0.849267
98,0.603187,0.633935,0.663789,0.692431,0.719549,0.744841,0.768015,0.788794,0.806912,0.82212,0.83418,0.842867,0.847965,0.849267,0.846579
99,0.633935,0.663789,0.692431,0.719549,0.744841,0.768015,0.788794,0.806912,0.82212,0.83418,0.842867,0.847965,0.849267,0.846579,0.839738
100,0.663789,0.692431,0.719549,0.744841,0.768015,0.788794,0.806912,0.82212,0.83418,0.842867,0.847965,0.849267,0.846579,0.839738,0.828645
101,0.692431,0.719549,0.744841,0.768015,0.788794,0.806912,0.82212,0.83418,0.842867,0.847965,0.849267,0.846579,0.839738,0.828645,0.813324
102,0.719549,0.744841,0.768015,0.788794,0.806912,0.82212,0.83418,0.842867,0.847965,0.849267,0.846579,0.839738,0.828645,0.813324,0.793975
103,0.744841,0.768015,0.788794,0.806912,0.82212,0.83418,0.842867,0.847965,0.849267,0.846579,0.839738,0.828645,0.813324,0.793975,0.771019
104,0.768015,0.788794,0.806912,0.82212,0.83418,0.842867,0.847965,0.849267,0.846579,0.839738,0.828645,0.813324,0.793975,0.771019,0.745062
105,0.788794,0.806912,0.82212,0.83418,0.842867,0.847965,0.849267,0.846579,0.839738,0.828645,0.813324,0.793975,0.771019,0.745062,0.716794
106,0.806912,0.82212,0.83418,0.842867,0.847965,0.849267,0.846579,0.839738,0.828645,0.813324,0.793975,0.771019,0.745062,0.716794,0.686838
107,0.82212,0.83418,0.842867,0.847965,0.849267,0.846579,0.839738,0.828645,0.813324,0.793975,0.771019,0.745062,0.716794,0.686838,0.655634
108,0.83418,0.842867,0.847965,0.849267,0.846579,0.839738,0.828645,0.813324,0.793975,0.771019,0.745062,0.716794,0.686838,0.655634,0.623418
109,0.842867,0.847965,0.849267,0.846579,0.839738,0.828645,0.813324,0.793975,0.771019,0.745062,0.716794,0.686838,0.655634,0.623418,0.590288
110,0.847965,0.849267,0.846579,0.839738,0.828645,0.813324,0.793975,0.771019,0.745062,0.716794,0.686838,0.655634,0.623418,0.590288,0.556301
111,0.849267,0.846579,0.839738,0.828645,0.813324,0.793975,0.771019,0.745062,0.716794,0.686838,0.655634,0.623418,0.590288,0.556301,0.521561
112,0.846579,0.839738,0.828645,0.813324,0.793975,0.771019,0.745062,0.716794,0.686838,0.655634,0.623418,0.590288,0.556301,0.521561,0.486249
113,0.839738,0.828645,0.813324,0.793975,0.771019,0.745062,0.716794,0.686838,0.655634,0.623418,0.590288,0.556301,0.521561,0.486249,0.45062
114,0.828645,0.813324,0.793975,0.771019,0.745062,0.716794,0.686838,0.655634,0.623418,0.590288,0.556301,0.521561,0.486249,0.45062,0.414983
115,0.813324,0.793975,0.771019,0.745062,0.716794,0.686838,0.655634,0.623418,0.590288,0.556301,0.521561,0.486249,0.45062,0.414983,0.379678
116,0.793975,0.771019,0.745062,0.716794,0.686838,0.655634,0.623418,0.590288,0.556301,0.521561,0.486249,0.45062,0.414983,0.379678,0.345059
117,0.771019,0.745062,0.716794,0.686838,0.655634,0.623418,0.590288,0.556301,0.521561,0.486249,0.45062,0.414983,0.379678,0.345059,0.311481
118,0.745062,0.716794,0.686838,0.655634,0.623418,0.590288,0.556301,0.521561,0.486249,0.45062,0.414983,0.379678,0.345059,0.311481,0.279297
119,0.716794,0.686838,0.655634,0.623418,0.590288,0.556301,0.521561,0.486249,0.45062,0.414983,0.379678,0.345059,0.311481,0.279297,0.248851
120,0.686838,0.655634,0.623418,0.590288,0.556301,0.521561,0.486249,0.45062,0.414983,0.379678,0.345059,0.311481,0.279297,0.248851,0.220475
121,0.655634,0.623418,0.590288,0.556301,0.521561,0.486249,0.45062,0.414983,0.379678,0.345059,0.311481,0.279297,0.248851,0.220475,0.194487
122,0.623418,0.590288,0.556301,0.521561,0.486249,0.45062,0.414983,0.379678,0.345059,0.311481,0.279297,0.248851,0.220475,0.194487,0.171183
123,0.590288,0.556301,0.521561,0.486249,0.45062,0.414983,0.379678,0.345059,0.311481,0.279297,0.248851,0.220475,0.194487,0.171183,0.150838
124,0.556301,0.521561,0.486249,0.45062,0.414983,0.379678,0.345059,0.311481,0.279297,0.248851,0.220475,0.194487,0.171183,0.150838,0.133703
125,0.521561,0.486249,0.45062,0.414983,0.379678,0.345059,0.311481,0.279297,0.248851,0.220475,0.194487,0.171183,0.150838,0.133703,0.119996
126,0.486249,0.45062,0.414983,0.379678,0.345059,0.311481,0.279297,0.248851,0.220475,0.194487,0.171183,0.150838,0.133703,0.119996,0.109909
127,0.45062,0.414983,0.379678,0.345059,0.311481,0.279297,0.248851,0.220475,0.194487,0.171183,0.150838,0.133703,0.119996,0.109909,0.103597
128,0.414983,0.379678,0.345059,0.311481,0.279297,0.248851,0.220475,0.194487,0.171183,0.150838,0.133703,0.119996,0.109909,0.103597,0.101181
129,0.379678,0.345059,0.311481,0.279297,0.248851,0.220475,0.194487,0.171183,0.150838,0.133703,0.119996,0.109909,0.103597,0.101181,0.102744
130,0.345059,0.311481,0.279297,0.248851,0.220475,0.194487,0.171183,0.150838,0.133703,0.119996,0.109909,0.103597,0.101181,0.102744,0.10833
131,0.311481,0.279297,0.248851,0.220475,0.194487,0.171183,0.150838,0.133703,0.119996,0.109909,0.103597,0.101181,0.102744,0.10833,0.117943
132,0.279297,0.248851,0.220475,0.194487,0.171183,0.150838,0.133703,0.119996,0.109909,0.103597,0.101181,0.102744,0.10833,0.117943,0.131548
133,0.248851,0.220475,0.194487,0.171183,0.150838,0.133703,0.119996,0.109909,0.103597,0.101181,0.102744,0.10833,0.117943,0.131548,0.149067
134,0.220475,0.194487,0.171183,0.150838,0.133703,0.119996,0.109909,0.103597,0.101181,0.102744,0.10833,0.117943,0.131548,0.149067,0.170384
135,0.194487,0.171183,0.150838,0.133703,0.119996,0.109909,0.103597,0.101181,0.102744,0.10833,0.117943,0.131548,0.149067,0.170384,0.19534
136,0.171183,0.150838,0.133703,0.119996,0.109909,0.103597,0.101181,0.102744,0.10833,0.117943,0.131548,0.149067,0.170384,0.19534,0.223741
137,0.150838,0.133703,0.119996,0.109909,0.103597,0.101181,0.102744,0.10833,0.117943,0.131548,0.149067,0.170384,0.19534,0.223741,0.25535
138,0.133703,0.119996,0.109909,0.103597,0.101181,0.102744,0.10833,0.117943,0.131548,0.149067,0.170384,0.19534,0.223741,0.25535,0.289899
139,0.119996,0.109909,0.103597,0.101181,0.102744,0.10833,0.117943,0.131548,0.149067,0.170384,0.19534,0.223741,0.25535,0.289899,0.327083
140,0.109909,0.103597,0.101181,0.102744,0.10833,0.117943,0.131548,0.149067,0.170384,0.19534,0.223741,0.25535,0.289899,0.327083,0.366569
141,0.103597,0.101181,0.102744,0.10833,0.117943,0.131548,0.149067,0.170384,0.19534,0.223741,0.25535,0.289899,0.327083,0.366569,0.407991
142,0.101181,0.102744,0.10833,0.117943,0.131548,0.149067,0.170384,0.19534,0.223741,0.25535,0.289899,0.327083,0.366569,0.407991,0.450963
143,0.102744,0.10833,0.117943,0.131548,0.149067,0.170384,0.19534,0.223741,0.25535,0.289899,0.327083,0.366569,0.407991,0.450963,0.495074
144,0.10833,0.117943,0.131548,0.149067,0.170384,0.19534,0.223741,0.25535,0.289899,0.327083,0.366569,0.407991,0.450963,0.495074,0.539895
145,0.117943,0.131548,0.149067,0.170384,0.19534,0.223741,0.25535,0.289899,0.327083,0.366569,0.407991,0.450963,0.495074,0.539895,0.584985
146,0.131548,0.149067,0.170384,0.19534,0.223741,0.25535,0.289899,0.327083,0.366569,0.407991,0.450963,0.495074,0.539895,0.584985,0.629891
147,0.149067,0.170384,0.19534,0.223741,0.25535,0.289899,0.327083,0.366569,0.407991,0.450963,0.495074,0.539895,0.584985,0.629891,0.674155
148,0.170384,0.19534,0.223741,0.25535,0.289899,0.327083,0.366569,0.407991,0.450963,0.495074,0.539895,0.584985,0.629891,0.674155,0.717314
149,0.19534,0.223741,0.25535,0.289899,0.327083,0.366569,0.407991,0.450963,0.495074,0.539895,0.584985,0.629891,0.674155,0.717314,0.758909
150,0.223741,0.25535,0.289899,0.327083,0.366569,0.407991,0.450963,0.495074,0.539895,0.584985,0.629891,0.674155,0.717314,0.758909,0.798481
151,0.25535,0.289899,0.327083,0.366569,0.407991,0.450963,0.495074,0.539895,0.584985,0.629891,0.674155,0.717314,0.758909,0.798481,0.835572
152,0.289899,0.327083,0.366569,0.407991,0.450963,0.495074,0.539895,0.584985,0.629891,0.674155,0.717314,0.758909,0.798481,0.835572,0.86972
153,0.327083,0.366569,0.407991,0.450963,0.495074,0.539895,0.584985,0.629891,0.674155,0.717314,0.758909,0.798481,0.835572,0.86972,0.900435
154,0.366569,0.407991,0.450963,0.495074,0.539895,0.584985,0.629891,0.674155,0.717314,0.758909,0.798481,0.835572,0.86972,0.900435,0.92715
155,0.407991,0.450963,0.495074,0.539895,0.584985,0.629891,0.674155,0.717314,0.758909,0.798481,0.835572,0.86972,0.900435,0.92715,0.9491
156,0.450963,0.495074,0.539895,0.584985,0.629891,0.674155,0.717314,0.758909,0.798481,0.835572,0.86972,0.900435,0.92715,0.9491,0.965045
157,0.495074,0.539895,0.584985,0.629891,0.674155,0.717314,0.758909,0.798481,0.835572,0.86972,0.900435,0.92715,0.9491,0.965045,0.972669
158,0.539895,0.584985,0.629891,0.674155,0.717314,0.758909,0.798481,0.835572,0.86972,0.900435,0.92715,0.9491,0.965045,0.972669,0.967438
159,0.584985,0.629891,0.674155,0.717314,0.758909,0.798481,0.835572,0.86972,0.900435,0.92715,0.9491,0.965045,0.972669,0.967438,0.941278
160,0.629891,0.674155,0.717314,0.758909,0.798481,0.835572,0.86972,0.900435,0.92715,0.9491,0.965045,0.972669,0.967438,0.941278,0.884163
161,0.674155,0.717314,0.758909,0.798481,0.835572,0.86972,0.900435,0.92715,0.9491,0.965045,0.972669,0.967438,0.941278,0.884163,0.795251
162,0.717314,0.758909,0.798481,0.835572,0.86972,0.900435,0.92715,0.9491,0.965045,0.972669,0.967438,0.941278,0.884163,0.795251,0.696514
163,0.758909,0.798481,0.835572,0.86972,0.900435,0.92715,0.9491,0.965045,0.972669,0.967438,0.941278,0.884163,0.795251,0.696514,0.617677
164,0.798481,0.835572,0.86972,0.900435,0.92715,0.9491,0.965045,0.972669,0.967438,0.941278,0.884163,0.795251,0.696514,0.617677,0.567906
165,0.835572,0.86972,0.900435,0.92715,0.9491,0.965045,0.972669,0.967438,0.941278,0.884163,0.795251,0.696514,0.617677,0.567906,0.538938
166,0.86972,0.900435,0.92715,0.9491,0.965045,0.972669,0.967438,0.941278,0.884163,0.795251,0.696514,0.617677,0.567906,0.538938,0.520798
167,0.900435,0.92715,0.9491,0.965045,0.972669,0.967438,0.941278,0.884163,0.795251,0.696514,0.617677,0.567906,0.538938,0.520798,0.507413
168,0.92715,0.9491,0.965045,0.972669,0.967438,0.941278,0.884163,0.795251,0.696514,0.617677,0.567906,0.538938,0.520798,0.507413,0.495911
169,0.9491,0.965045,0.972669,0.967438,0.941278,0.884163,0.795251,0.696514,0.617677,0.567906,0.538938,0.520798,0.507413,0.495911,0.48512
170,0.965045,0.972669,0.967438,0.941278,0.884163,0.795251,0.696514,0.617677,0.567906,0.538938,0.520798,0.507413,0.495911,0.48512,0.47463
171,0.972669,0.967438,0.941278,0.884163,0.795251,0.696514,0.617677,0.567906,0.538938,0.520798,0.507413,0.495911,0.48512,0.47463,0.464351
172,0.967438,0.941278,0.884163,0.795251,0.696514,0.617677,0.567906,0.538938,0.520798,0.507413,0.495911,0.48512,0.47463,0.464351,0.454316
173,0.941278,0.884163,0.795251,0.696514,0.617677,0.567906,0.538938,0.520798,0.507413,0.495911,0.48512,0.47463,0.464351,0.454316,0.444604
174,0.884163,0.795251,0.696514,0.617677,0.567906,0.538938,0.520798,0.507413,0.495911,0.48512,0.47463,0.464351,0.454316,0.444604,0.43531
175,0.795251,0.696514,0.617677,0.567906,0.538938,0.520798,0.507413,0.495911,0.48512,0.47463,0.464351,0.454316,0.444604,0.43531,0.426529
176,0.696514,0.617677,0.567906,0.538938,0.520798,0.507413,0.495911,0.48512,0.47463,0.464351,0.454316,0.444604,0.43531,0.426529,0.418357
177,0.617677,0.567906,0.538938,0.520798,0.507413,0.495911,0.48512,0.47463,0.464351,0.454316,0.444604,0.43531,0.426529,0.418357,0.410886
178,0.567906,0.538938,0.520798,0.507413,0.495911,0.48512,0.47463,0.464351,0.454316,0.444604,0.43531,0.426529,0.418357,0.410886,0.404201
179,0.538938,0.520798,0.507413,0.495911,0.48512,0.47463,0.464351,0.454316,0.444604,0.43531,0.426529,0.418357,0.410886,0.404201,0.39838
